Rank,Club,Country,Level,Elo,From,To
None,Den Haag,NED,1,1414.32617188,2014-05-04,2014-07-17
None,Crotone,ITA,2,1414.12341309,2014-06-04,2014-07-31
None,Haecken,SWE,1,1412.83642578,2014-06-03,2014-07-03
None,Jihlava,CZE,1,1412.60498047,2014-06-01,2014-07-15
None,Dresden,GER,2,1412.35327148,2014-05-12,2014-07-01
None,Levski,BUL,1,1412.32226562,2014-05-18,2014-07-03
None,Auxerre,FRA,2,1411.4786377,2014-05-17,2014-07-30
None,Olhanense,POR,1,1410.13415527,2014-05-15,2014-07-01
None,Groedig,AUT,1,1407.45861816,2014-05-12,2014-07-17
None,Dinamo Minsk,BLR,1,1407.16271973,2014-06-12,2014-06-15
None,Arles-Avignon,FRA,2,1406.91760254,2014-05-17,2014-07-30
None,Wolfsberg,AUT,1,1405.2911377,2014-05-12,2014-07-17
None,Karpaty,UKR,1,1405.171875,2014-05-19,2014-07-17
None,Ried,AUT,1,1405.01806641,2014-05-12,2014-07-17
None,Helsingborg,SWE,1,1403.47387695,2014-06-02,2014-07-03
None,Sigma Olomouc,CZE,1,1402.52819824,2014-06-01,2014-07-01
None,Virtus Lanciano,ITA,2,1402.43005371,2014-05-31,2014-07-31
None,Zilina,SLK,0,1402.28491211,2013-08-09,2014-07-01
None,Bielefeld,GER,2,1401.57080078,2014-05-12,2014-07-01
None,Blackpool,ENG,2,1398.77661133,2014-05-04,2014-07-31
None,Gyoer,HUN,1,1398.2532959,2014-06-01,2014-07-01
None,Barnsley,ENG,2,1397.76098633,2014-05-04,2014-07-01
None,Crvena Zvezda,SRB,1,1397.70837402,2014-05-29,2014-07-03
None,Trapani,ITA,2,1397.67053223,2014-05-31,2014-07-31
None,Avellino,ITA,2,1397.27856445,2014-05-31,2014-07-31
None,Volga,RUS,1,1397.25231934,2014-05-16,2014-07-01
None,Motherwell,SCO,1,1395.27441406,2014-05-12,2014-07-03
None,Heracles,NED,1,1394.8638916,2014-05-04,2014-07-17
None,Charleroi,BEL,1,1394.83825684,2014-05-04,2014-07-17
None,Admira,AUT,1,1393.98681641,2014-05-13,2014-07-17
None,Laval,FRA,2,1393.85388184,2014-05-17,2014-07-30
None,Breda,NED,1,1393.70544434,2014-05-04,2014-07-17
None,Pribram,CZE,1,1393.61901855,2014-06-01,2014-07-15
None,Ternana,ITA,2,1393.57055664,2014-05-31,2014-07-31
None,Zwolle,NED,1,1391.4519043,2014-05-04,2014-07-17
None,Pescara,ITA,2,1391.20910645,2014-05-31,2014-07-31
None,SonderjyskE,DEN,1,1391.04602051,2014-05-19,2014-07-17
None,Clermont,FRA,2,1390.55603027,2014-05-17,2014-07-30
None,Gaz Metan,ROM,1,1390.32824707,2014-05-22,2014-07-16
None,Sheriff Tiraspol,MOL,0,1385.73400879,2013-12-13,2014-07-01
None,Botev Plovdiv,BUL,1,1385.04724121,2014-05-12,2014-07-03
None,Randers,DEN,1,1384.79772949,2014-05-19,2014-07-17
None,Slavia Praha,CZE,1,1384.66320801,2014-06-01,2014-07-15
None,Djurgarden,SWE,1,1384.14904785,2014-05-31,2014-07-03
None,Cittadella,ITA,2,1384.06286621,2014-05-31,2014-07-31
None,Doncaster,ENG,2,1382.9699707,2014-05-04,2014-07-01
None,Brno,CZE,1,1382.91699219,2014-06-01,2014-07-15
None,Viking,NOR,1,1382.72595215,2014-06-10,2014-06-12
None,Viitorul,ROM,1,1382.43823242,2014-05-22,2014-07-16
None,Aberdeen,SCO,1,1382.25732422,2014-05-12,2014-07-03
None,Universitatea Cluj,ROM,1,1380.56896973,2014-05-21,2014-07-16
None,Odense,DEN,1,1380.31604004,2014-05-19,2014-07-17
None,Vaduz,LIE,0,1378.37365723,2014-04-11,2014-07-01
None,Oostende,BEL,1,1378.32629395,2014-05-18,2014-07-17
None,Cottbus,GER,2,1374.85705566,2014-05-12,2014-07-01
None,Chateauroux,FRA,2,1373.39916992,2014-05-17,2014-07-30
None,Varese,ITA,2,1373.22961426,2014-06-07,2014-06-13
None,Yeovil,ENG,2,1373.16577148,2014-05-04,2014-07-01
None,Lausanne,SUI,1,1373.08447266,2014-05-19,2014-07-01
None,Videoton,HUN,1,1371.90319824,2014-06-02,2014-07-01
None,Debrecen,HUN,1,1370.60632324,2014-06-01,2014-07-01
None,Odd Grenland,NOR,1,1369.29504395,2014-06-10,2014-06-12
None,Cambuur,NED,1,1367.6237793,2014-05-04,2014-07-17
None,Novara,ITA,2,1367.34191895,2014-06-07,2014-06-13
None,Slask,POL,1,1366.8560791,2014-06-01,2014-07-16
None,Nijmegen,NED,1,1366.83935547,2014-05-04,2014-07-01
None,Waalwijk,NED,1,1365.46716309,2014-05-04,2014-07-01
None,Giannina,GRE,1,1364.6315918,2014-04-14,2014-07-17
None,Sevastopol,UKR,1,1361.84179688,2014-05-18,2014-07-01
None,Uzhgorod,UKR,1,1361.73583984,2014-05-18,2014-07-17
None,Dundee United,SCO,1,1360.99975586,2014-05-12,2014-07-03
None,OFI,GRE,1,1359.08984375,2014-04-14,2014-07-17
None,Piatra Neamt,ROM,1,1358.65917969,2014-05-22,2014-07-16
None,Dila Gori,GEO,0,1358.33081055,2013-08-30,2014-07-01
None,Valerenga,NOR,1,1357.92797852,2014-06-10,2014-06-12
None,St Johnstone,SCO,1,1356.63647461,2014-05-12,2014-07-03
None,Soligorsk,BLR,1,1356.09020996,2014-06-08,2014-06-12
None,Padova,ITA,2,1355.8013916,2014-05-31,2014-07-01
None,Wiener Neustadt,AUT,1,1355.18969727,2014-05-13,2014-07-17
None,Wacker Innsbruck,AUT,1,1353.56555176,2014-05-12,2014-07-01
None,Veria,GRE,1,1353.39245605,2014-04-14,2014-07-17
None,Bnei Yehuda,ISR,1,1352.55432129,2014-05-11,2014-07-01
None,Bohemians Praha,CZE,1,1350.62158203,2014-06-01,2014-07-15
None,Ergotelis,GRE,1,1347.07373047,2014-04-14,2014-07-17
None,Roda,NED,1,1346.92346191,2014-05-04,2014-07-01
None,Leuven,BEL,1,1345.86425781,2014-04-13,2014-07-01
None,Chiajna,ROM,1,1345.78613281,2014-05-22,2014-07-16
None,Botosani,ROM,1,1345.48181152,2014-05-22,2014-07-16
None,Trencin,SLK,0,1344.7487793,2013-08-09,2014-07-03
None,Xanthi,GRE,1,1343.61218262,2014-04-14,2014-07-17
None,Go Ahead Eagles,NED,1,1343.19970703,2014-05-04,2014-07-17
None,Vestsjaelland,DEN,1,1343.00463867,2014-05-19,2014-07-17
None,Panionios,GRE,1,1342.54138184,2014-04-14,2014-07-17
None,Lechia,POL,1,1341.74804688,2014-06-02,2014-07-16
None,Mechelen,BEL,1,1341.70617676,2014-05-04,2014-07-17
None,Platanias,GRE,1,1339.92907715,2014-04-14,2014-07-17
None,Bnei Sakhinin,ISR,1,1339.83544922,2014-05-18,2014-07-15
None,Slovan Bratislava,SLK,0,1339.33581543,2013-08-09,2014-07-03
None,Hajduk,CRO,1,1339.28564453,2014-05-18,2014-07-03
None,Ferencvaros,HUN,1,1339.27124023,2014-06-02,2014-07-01
None,Ruch,POL,1,1338.4720459,2014-06-02,2014-07-16
None,Inverness,SCO,1,1338.41796875,2014-05-12,2014-07-03
None,Istres,FRA,2,1338.13916016,2014-05-17,2014-07-01
None,Beitar,ISR,1,1337.32177734,2014-05-11,2014-07-15
None,Koper,SVN,1,1337.12036133,2014-05-26,2014-07-03
None,Panthrakikos,GRE,1,1335.68432617,2014-04-14,2014-07-17
None,Beroe Stara Zagora,BUL,1,1334.67456055,2014-05-18,2014-07-03
None,Sageata,ROM,1,1334.42651367,2014-05-22,2014-07-01
None,Lillestrom,NOR,1,1332.03503418,2014-06-10,2014-06-12
None,Volyn Lutsk,UKR,1,1330.66516113,2014-05-19,2014-07-17
None,Levadeiakos,GRE,1,1329.59436035,2014-04-14,2014-07-17
None,Norrkoeping,SWE,1,1326.5078125,2014-06-03,2014-07-03
None,Cherno More,BUL,1,1325.56958008,2014-05-19,2014-07-03
None,Beveren,BEL,1,1325.26708984,2014-05-04,2014-07-17
None,Znojmo,CZE,1,1324.96496582,2014-06-01,2014-07-01
None,Timisoara,ROM,1,1324.93322754,2014-05-22,2014-07-01
None,Panetolikos,GRE,1,1324.72924805,2014-04-14,2014-07-17
None,Atvidaberg,SWE,1,1324.19665527,2014-06-01,2014-07-03
None,Wisla,POL,1,1324.08911133,2014-06-02,2014-07-16
None,Haugesund,NOR,1,1323.78723145,2014-06-10,2014-06-12
None,Aalesund,NOR,1,1322.90393066,2014-06-10,2014-06-12
None,Apollon Athens,GRE,1,1321.27941895,2014-04-14,2014-07-01
None,Pasching,AUT,0,1318.05761719,2014-03-21,2014-07-01
None,Lierse,BEL,1,1315.9276123,2014-05-04,2014-07-17
None,Acco Acre,ISR,1,1315.74743652,2014-05-11,2014-07-15
None,Senica,SLK,0,1309.31506348,2013-08-09,2014-07-01
None,Neman Grodno,BLR,1,1308.10876465,2014-06-12,2014-06-15
None,Ashdod,ISR,1,1307.97021484,2014-05-11,2014-07-15
None,Simferopol,UKR,1,1307.55908203,2014-05-17,2014-07-01
None,Podbeskidzie,POL,1,1305.56469727,2014-06-01,2014-07-16
None,Gefle,SWE,1,1304.61181641,2014-06-03,2014-07-03
None,Bergen,BEL,1,1304.42456055,2014-04-13,2014-07-01
None,Gornik,POL,1,1303.14697266,2014-06-02,2014-07-16
None,Viborg,DEN,1,1302.38220215,2014-05-19,2014-07-01
None,Split 1912,CRO,1,1301.24328613,2014-05-18,2014-07-03
None,Raanana,ISR,1,1300.22338867,2014-05-11,2014-07-15
None,Neftchi,AZE,0,1298.88085938,2013-08-30,2014-07-03
None,Karabakh Agdam,AZE,0,1297.18554688,2013-08-30,2014-07-03
None,Novi Sad,SRB,1,1294.7746582,2014-05-29,2014-07-03
None,Nova Gorica,SVN,1,1293.33081055,2014-05-26,2014-07-03
None,Reggina,ITA,2,1292.31652832,2014-05-31,2014-07-01
None,CA Bastia,FRA,2,1291.70568848,2014-05-17,2014-07-01
None,Tromso,NOR,0,1291.62109375,2014-01-02,2014-07-03
None,Aktobe,KAZ,0,1290.09399414,2013-12-13,2014-07-03
None,Aarhus,DEN,1,1289.72900391,2014-05-19,2014-07-01
None,Pogon,POL,1,1289.14697266,2014-06-02,2014-07-16
None,Rudar Velenje,SVN,1,1289.13061523,2014-05-26,2014-07-03
None,Lok Zagreb,CRO,1,1287.64379883,2014-05-18,2014-07-03
None,Aris,GRE,1,1287.0715332,2014-04-14,2014-07-01
None,Hapoel Haifa,ISR,1,1286.98120117,2014-05-11,2014-07-15
None,Piast Gliwice,POL,1,1286.34448242,2014-06-01,2014-07-16
None,M Petach Tikva,ISR,1,1285.90136719,2014-05-11,2014-07-15
None,Haladas,HUN,1,1285.00915527,2014-05-31,2014-07-01
None,Mjaellby,SWE,1,1283.79785156,2014-06-01,2014-07-03
None,Slavia Sofia,BUL,1,1280.39233398,2014-05-18,2014-07-03
None,Korona,POL,1,1279.40270996,2014-06-01,2014-07-16
None,Kallonis,GRE,1,1278.26037598,2014-04-14,2014-07-17
None,Ramat HaSharon,ISR,1,1277.65820312,2014-05-11,2014-07-01
None,Brann,NOR,1,1277.34130859,2014-06-10,2014-06-12
None,Chikhura,GEO,0,1277.00634766,2013-08-30,2014-07-03
None,Start,NOR,1,1276.44714355,2014-06-10,2014-06-12
None,Sogndal,NOR,1,1276.23498535,2014-06-10,2014-06-12
None,Jagiellonia,POL,1,1275.84655762,2014-06-01,2014-07-16
None,Inter Baku,AZE,0,1274.91894531,2013-08-30,2014-07-03
None,MTK,HUN,1,1273.31018066,2014-06-01,2014-07-01
None,Gomel,BLR,1,1272.90234375,2014-06-12,2014-06-16
None,Dinamo Tbilisi,GEO,0,1272.52404785,2013-08-30,2014-07-03
None,Partick,SCO,1,1270.0970459,2014-05-11,2014-07-03
None,Ross County,SCO,1,1266.5390625,2014-05-11,2014-07-03
None,Zawisza,POL,1,1264.77893066,2014-06-02,2014-07-16
None,Siroki Brijeg,BHZ,0,1264.72521973,2013-08-09,2014-07-03
None,Falkenbergs,SWE,1,1264.39038086,2014-06-02,2014-07-03
None,Hearts,SCO,1,1262.70776367,2014-05-11,2014-07-01
None,Istra 1961,CRO,1,1261.61621094,2014-05-18,2014-07-03
None,Novopolotsk,BLR,1,1259.60717773,2014-06-12,2014-06-15
None,Domzale,SVN,1,1258.83117676,2014-05-26,2014-07-03
None,Sarpsborg,NOR,1,1257.83325195,2014-06-10,2014-06-12
None,Oerebro,SWE,1,1257.67687988,2014-05-31,2014-07-03
None,St Mirren,SCO,1,1256.52075195,2014-05-11,2014-07-03
None,Torpedo Zhodino,BLR,1,1255.93273926,2014-06-12,2014-06-15
None,Halmstad,SWE,1,1253.94958496,2014-06-01,2014-07-03
None,Torpedo Kutaisi,GEO,0,1253.03930664,2013-08-30,2014-07-01
None,Cercle Brugge,BEL,1,1251.75012207,2014-05-04,2014-07-17
None,Juve Stabia,ITA,2,1251.23461914,2014-05-31,2014-07-01
None,Lok Plovdiv,BUL,1,1250.78088379,2014-05-18,2014-07-03
None,Diosgyori,HUN,1,1249.65979004,2014-06-02,2014-07-01
None,Kilmarnock,SCO,1,1246.00732422,2014-05-11,2014-07-03
None,Honved,HUN,1,1242.95166016,2014-06-01,2014-07-01
None,Khazar,AZE,0,1241.71337891,2013-08-30,2014-07-01
None,Karagandy,KAZ,0,1241.67053223,2013-12-13,2014-07-03
None,FK Sarajevo,BHZ,0,1239.61865234,2013-08-09,2014-07-03
None,Dacia Chisinau,MOL,0,1239.33337402,2013-12-13,2014-07-01
None,Jagodina,SRB,1,1239.07397461,2014-05-29,2014-07-03
None,Pecsi Dozsa,HUN,1,1237.71984863,2014-05-31,2014-07-01
None,Lubin,POL,1,1236.31982422,2014-06-01,2014-07-01
None,M Zaporizhya,UKR,1,1235.5291748,2014-05-12,2014-07-17
None,Bobruisk,BLR,1,1234.97387695,2014-06-12,2014-06-15
None,Paksi,HUN,1,1232.46801758,2014-06-02,2014-07-01
None,FK Minsk,BLR,1,1232.37927246,2014-06-07,2014-06-12
None,Zeljeznicar,BHZ,0,1229.53833008,2013-08-09,2014-07-03
None,Sandnes,NOR,1,1227.19567871,2014-06-10,2014-06-12
None,FC Tiraspol,MOL,0,1224.75549316,2013-12-13,2014-07-01
None,Osijek,CRO,1,1223.73657227,2014-05-18,2014-07-03
None,Widzew,POL,1,1223.30322266,2014-06-01,2014-07-01
None,Lok Sofia,BUL,1,1222.86633301,2014-05-19,2014-07-03
None,Zrinjski Mostar,BHZ,0,1222.38903809,2013-08-09,2014-07-03
None,Brommapojkarna,SWE,1,1222.26489258,2014-06-03,2014-07-03
None,Ventspils,LAT,0,1222.0604248,2013-08-09,2014-07-03
None,Cracovia,POL,1,1221.97521973,2014-06-01,2014-07-16
None,Corona Brasov,ROM,1,1218.50366211,2014-05-21,2014-07-01
None,Bodoe Glimt,NOR,1,1217.2911377,2014-06-10,2014-06-12
None,Milsami Orhei,MOL,0,1217.12670898,2013-12-13,2014-07-01
None,Slaven Belupo,CRO,1,1216.06689453,2014-05-18,2014-07-03
None,Olimpija Ljubljana,SVN,1,1215.56323242,2014-05-26,2014-07-03
None,Kecskemeti,HUN,1,1213.05212402,2014-06-01,2014-07-01
None,Irtysh,KAZ,0,1212.97375488,2013-12-13,2014-07-01
None,Chernomorets Burgas,BUL,1,1211.88366699,2014-05-13,2014-07-03
None,Stabaek,NOR,1,1209.65209961,2014-06-10,2014-06-12
None,Hibernian,SCO,1,1209.60913086,2014-05-11,2014-07-01
None,Dinamo Brest,BLR,1,1203.01464844,2014-06-08,2014-06-12
None,Ujpest,HUN,1,1202.98730469,2014-06-01,2014-07-01
None,Hafnarfjoerdur,ISL,0,1191.97607422,2013-08-30,2014-07-03
None,KR Reykjavik,ISL,0,1191.5213623,2013-08-30,2014-07-03
None,HJK Helsinki,FIN,0,1187.34643555,2013-07-26,2014-07-03
None,Dragovoljac,CRO,1,1186.2532959,2014-05-18,2014-07-01
None,Zavrc,SVN,1,1185.96374512,2014-05-26,2014-07-03
None,Dnepr Mogilev,BLR,1,1181.41296387,2014-06-12,2014-06-15
None,Kukesi,ALB,0,1175.49462891,2013-08-30,2014-07-03
None,Zadar,CRO,1,1174.92443848,2014-05-18,2014-07-03
None,Breidablik,ISL,0,1171.07080078,2013-08-30,2014-07-01
None,FK Astana,KAZ,0,1170.31628418,2013-12-13,2014-07-03
None,St Patricks,IRL,0,1169.48339844,2013-07-26,2014-07-01
None,Suduva,LIT,0,1167.69372559,2013-08-30,2014-07-01
None,Mladost,MNT,0,1163.71276855,2013-08-09,2014-07-01
None,Vaasa,FIN,0,1162.15991211,2014-01-01,2014-07-03
None,MyPa,FIN,0,1162.15991211,2014-01-01,2014-07-03
None,Rovaniemi,FIN,0,1162.15991211,2014-01-01,2014-07-03
None,Zalgiris Vilnius,LIT,0,1160.0604248,2013-08-30,2014-07-03
None,Honka Espoo,FIN,0,1158.78027344,2013-07-26,2014-07-03
None,Celje,SVN,1,1157.89501953,2014-05-26,2014-07-03
None,Nis,SRB,1,1154.54626465,2014-05-29,2014-07-03
None,Derry City,IRL,0,1152.55737305,2013-07-26,2014-07-01
None,Puskas Akademia,HUN,1,1151.80712891,2014-06-01,2014-07-01
None,Drogheda,IRL,0,1151.6361084,2013-07-26,2014-07-01
None,OFK,SRB,1,1150.12023926,2014-05-29,2014-07-03
None,Skenderbeu,ALB,0,1148.54321289,2013-08-30,2014-07-03
None,Slutsk,BLR,1,1147.83911133,2014-06-12,2014-06-16
None,Sligo,IRL,0,1144.35095215,2013-07-26,2014-07-01
None,Vardar,MAC,0,1140.2019043,2013-07-26,2014-07-01
None,Lombard,HUN,1,1139.77709961,2014-06-01,2014-07-01
None,Turnovo,MAC,0,1138.65539551,2013-07-26,2014-07-01
None,Zlatibor,SRB,1,1137.94287109,2014-05-29,2014-07-03
None,Kaposvari,HUN,1,1133.11755371,2014-06-01,2014-07-01
None,Liepajas,LAT,0,1132.99853516,2013-08-09,2014-07-01
None,Teteks,MAC,0,1129.75512695,2013-07-26,2014-07-01
None,Vozdovac Beograd,SRB,1,1129.31652832,2014-05-29,2014-07-03
None,Vestmannaeyjar,ISL,0,1128.32495117,2013-08-30,2014-07-01
None,Celik Niksic,MNT,0,1126.52490234,2013-08-09,2014-07-03
None,Kragujevac,SRB,1,1123.2479248,2014-05-29,2014-07-03
None,Sevojno,SRB,1,1121.46936035,2014-05-29,2014-07-01
None,Mezokovesd-Zsory,HUN,1,1120.42016602,2014-06-01,2014-07-01
None,Lozinca,SRB,1,1119.86853027,2014-05-29,2014-07-01
None,Novi Pazar,SRB,1,1119.54406738,2014-05-29,2014-07-03
None,Cukaricki,SRB,1,1118.89233398,2014-05-29,2014-07-03
None,Levadia Tallinn,EST,0,1117.97399902,2013-08-30,2014-07-01
None,Differdang,LUX,0,1117.87402344,2013-08-09,2014-07-01
None,Sutjeska,MNT,0,1116.31640625,2013-08-09,2014-07-03
None,Rad,SRB,1,1116.24328613,2014-05-29,2014-07-03
None,Rudar Pljevlja,MNT,0,1116.13220215,2013-08-09,2014-07-01
None,Krka,SVN,1,1110.06958008,2014-05-26,2014-07-03
None,Metalurg Skopje,MAC,0,1109.62390137,2013-07-26,2014-07-01
None,Kruoja,LIT,0,1109.40246582,2013-08-30,2014-07-01
None,Donji Srem,SRB,1,1107.92126465,2014-05-29,2014-07-03
None,Laci,ALB,0,1107.19763184,2013-08-30,2014-07-03
None,Teuta Durres,ALB,0,1106.72314453,2013-08-30,2014-07-01
None,Ekranas,LIT,0,1106.20446777,2013-08-30,2014-07-03
None,Triglav,SVN,1,1105.84631348,2014-05-26,2014-07-01
None,Krusevac,SRB,1,1101.16271973,2014-05-29,2014-07-03
None,Pyunik,ARM,0,1097.29821777,2013-07-26,2014-07-01
None,Dudelange,LUX,0,1095.97412109,2013-08-09,2014-07-01
None,Daugavpils,LAT,0,1093.91125488,2013-08-09,2014-07-03
None,Skonto,LAT,0,1080.0012207,2013-08-09,2014-07-01
None,Gotse Delchev,BUL,1,1050.0020752,2014-05-18,2014-07-03
None,Jeunesse Esch,LUX,0,1035.85571289,2013-08-09,2014-07-01
None,Flora Tallinn,EST,0,1031.08935547,2013-08-30,2014-07-01
None,Shirak,ARM,0,1029.46508789,2013-07-26,2014-07-01
None,Linfield,NIR,0,1029.10070801,2013-07-26,2014-07-03
None,Fola Esch,LUX,0,1024.67871094,2013-08-09,2014-07-01
None,N Burgas,BUL,1,1021.77844238,2014-05-18,2014-07-03
None,Gandzasar Kapan,ARM,0,1014.75592041,2013-07-26,2014-07-01
None,MIKA,ARM,0,1008.21734619,2013-07-26,2014-07-01
None,Prestatyn,WAL,0,1008.15826416,2013-07-26,2014-07-01
None,The New Saints,WAL,0,1006.8782959,2013-07-26,2014-07-03
None,Cliftonville,NIR,0,1006.0057373,2013-07-26,2014-07-03
None,Nomme Kalju,EST,0,1005.04882812,2013-08-30,2014-07-01
None,Broughton,WAL,0,1004.26385498,2013-07-26,2014-07-03
None,Bala,WAL,0,998.266479492,2013-07-26,2014-07-01
None,Crusaders,NIR,0,996.425170898,2013-07-26,2014-07-03
None,Glentoran,NIR,0,988.633117676,2013-07-26,2014-07-01
None,Valletta,MLT,0,988.435241699,2013-07-26,2014-07-01
None,Lyubimets,BUL,1,967.445800781,2014-05-19,2014-07-03
None,Birkirkara,MLT,0,962.178283691,2013-07-26,2014-07-01
None,Trans Narva,EST,0,959.812133789,2013-08-30,2014-07-01
None,Sliema Wanderers,MLT,0,931.714599609,2013-07-26,2014-07-01
None,Hibernians Paola,MLT,0,930.558837891,2013-07-26,2014-07-01
None,Streymur,FAR,0,890.778991699,2013-07-26,2014-07-01
None,Gota,FAR,0,882.910766602,2013-07-26,2014-07-02
None,HB Torshavn,FAR,0,855.950317383,2013-07-26,2014-07-02
None,Fuglafjoerdur,FAR,0,848.659240723,2013-07-26,2014-07-02
None,Santa Coloma,AND,0,778.734741211,2013-07-12,2014-07-01
None,Escale,AND,0,740.43548584,2013-07-12,2014-07-01
None,Lusitanos,AND,0,720.916687012,2013-07-12,2014-07-01
None,Libertas,SMR,0,699.862121582,2013-07-12,2014-07-01
None,La Fiorita,SMR,0,696.400939941,2013-07-12,2014-07-01
None,Tre Penne,SMR,0,693.63079834,2013-07-12,2014-07-01


