player,nation,minutes,goals,npg,npxg,age
Daniel Batz,GER,360,0,0,,32
Daniel Bentley,ENG,383,0,0,,30
Daniel Boloca,ROU,2022,1,1,,24
Daniel Fuzato,BRA,7,0,0,,26
Daniel Gore,ENG,1,0,0,,18
Daniel Jebbison,CAN,21,0,0,,19
Daniel Maldini,ITA,596,4,4,,21
Daniel Muñoz,COL,1439,0,0,,27
Daniel Parejo,ESP,2580,3,0,,34
Daniel Peretz,ISR,17,0,0,,23
Daniel Vivian,ESP,2878,0,0,,24
Daniele Rugani,ITA,1187,2,2,,29
Daniele Sommariva,ITA,5,0,0,,26
Danilho Doekhi,NED,2160,2,2,,25
Danilo,BRA,4244,3,3,,22
Danilo Cataldi,ITA,1361,1,1,,28
Danilo D'Ambrosio,ITA,1536,0,0,,34
Danilo Pereira,POR,1995,0,0,,31
Danilo Soares,BRA,351,0,0,,31
Danley Jean-Jacques,HAI,2682,0,0,,23
Danny Ings,ENG,404,1,1,,31
Danny Welbeck,ENG,1693,5,5,,32
Danny da Costa,GER,830,0,0,,30
Dante,BRA,2843,1,1,,39
Dany Mota,POR,2049,4,4,,25
Daouda Traoré,FRA,16,0,0,,17
Dara O'Shea,IRL,2892,3,3,,24
Darko Brašanac,SRB,48,0,0,,31
Darko Lazović,SRB,1928,3,2,,32
Darlin Yongwa,CMR,1159,1,1,,22
Darwin Machís,VEN,785,4,3,,30
Darwin Núñez,URU,2047,11,11,,24
David Akpan Ankeye,NGA,57,0,0,,21
David Alaba,AUT,1154,0,0,,31
David Brooks,WAL,282,1,1,,26
David Costa,POR,1494,4,4,,22
David Datro Fofana,CIV,1561,5,5,,20
David García,ESP,2334,0,0,,29
David Gil,ESP,372,0,0,,29
David Jurásek,CZE,496,0,0,,22
David López,ESP,1965,3,3,,33
David Mamutovic,GER,11,0,0,,22
David Okereke,NGA,252,0,0,,25
David Ozoh,ENG,156,0,0,,18
David Raum,GER,2739,2,2,,25
David Raya,ESP,2880,0,0,,27
David Soria,ESP,3413,0,0,,30
David Zima,CZE,91,0,0,,22
Davide Bartesaghi,ITA,79,0,0,,17
Davide Bettella,ITA,3,0,0,,23
Davide Biraschi,ITA,90,1,1,,29
Davide Calabria,ITA,2185,1,1,,26
Davide Faraoni,ITA,994,0,0,,31
Davide Frattesi,ITA,955,6,6,,23
Davide Zappacosta,ITA,1867,2,2,,31
Davie Selke,GER,1265,6,6,,28
Davinson Sánchez,COL,77,0,0,,27
Davy Klaassen,NED,206,0,0,,30
Dawid Kownacki,POL,380,0,0,,26
Dayot Upamecano,FRA,1762,1,1,,24
Dean Henderson,ENG,1620,0,0,,26
Dean Huijsen,ESP,522,2,2,,18
Declan Rice,ENG,3225,7,7,,24
Deiver Machado,COL,1124,4,4,,29
Deivid Washington,BRA,13,0,0,,18
Dejan Kulusevski,SWE,2762,8,8,,23
Dejan Ljubicic,AUT,2048,0,0,,25
Dejan Lovren,CRO,718,0,0,,34
Demba Seck,SEN,723,0,0,,22
Dembo Sylla,GUI,45,0,0,,20
Denis Genreau,AUS,464,0,0,,24
Denis Huseinbasic,BIH,1627,0,0,,22
Denis Petrić,SRB,24,0,0,,35
Denis Suárez,ESP,133,0,0,,29
Denis Thomalla,GER,446,0,0,,30
Denis Zakaria,SUI,2137,4,4,,26
Deniz Undav,GER,2089,18,18,,27
Dennis Geiger,GER,64,0,0,,25
Denzel Dumfries,NED,1639,4,4,,27
Destiny Udogie,ITA,2391,2,2,,20
Diadie Samassékou,MLI,93,0,0,,27
Didier Lamkel Zé,CMR,550,1,1,,26
Diego Carlos,BRA,1816,0,0,,30
Diego Coppola,ITA,1634,2,2,,19
Diego Demme,GER,73,0,0,,31
Diego Iturralde,ESP,37,0,0,,20
Diego Llorente,ESP,2170,1,1,,29
Diego López,ESP,2656,3,3,,21
Diego Mariño,ESP,90,0,0,,33
Diego Moreira,BEL,270,0,0,,18
Diego Méndez,ESP,5,0,0,,19
Diego Rico,ESP,2535,0,0,,30
Dilane Bakwa,FRA,2177,3,3,,20
Dimitri Foulquier,FRA,1842,0,0,,30
Dimitry Bertaud,COD,360,0,0,,25
Diogo Dalot,POR,3174,2,2,,24
Diogo Jota,POR,1145,10,10,,26
Diogo Leite,POR,2702,0,0,,24
Dion Drena Beljo,CRO,581,2,2,,21
Dion Lopy,SEN,1916,0,0,,21
Divin Mubama,ENG,80,0,0,,18
Divock Origi,BEL,606,0,0,,28
Djaoui Cissé,FRA,4,0,0,,19
Djed Spence,ENG,859,0,0,,22
Djené,TOG,2484,0,0,,31
Djibril Sow,SUI,1460,1,1,,26
Dodi Lukebakio,BEL,1125,5,5,,25
Dodô,BRA,523,0,0,,24
Domagoj Bradarić,CRO,2749,0,0,,23
Domenico Berardi,ITA,1431,9,4,,28
Domingos André Ribeiro Almeida,POR,965,2,2,,23
Domingos Duarte,POR,907,0,0,,28
Domingos Quina,POR,13,0,0,,23
Dominic Calvert-Lewin,ENG,2171,7,5,,26
Dominic Sadi,ENG,1,0,0,,19
Dominic Solanke,ENG,3325,19,17,,25
Dominik Greif,SVK,90,0,0,,26
Dominik Kohr,GER,2184,1,1,,29
Dominik Szoboszlai,HUN,2104,3,3,,22
Dominique Heintz,GER,568,0,0,,29
Donny van de Beek,NED,360,0,0,,26
Donyell Malen,NED,1781,13,13,,24
Douglas,BRA,1772,0,0,,26
Douglas Luiz,BRA,2993,9,5,,25
Duje Ćaleta-Car,CRO,1993,0,0,,26
Duván Zapata,COL,2992,13,13,,32
Dušan Vlahović,SRB,2307,16,14,,23
Dwight McNeil,ENG,2892,3,3,,23
Dylan Bronn,TUN,52,0,0,,28
Désiré Doué,FRA,1626,4,4,,18
Dženan Pejčinović,GER,37,0,0,,18
Ebenezer Akinsanmiro,NGA,15,0,0,,18
Eberechi Eze,ENG,2055,11,10,,25
Edan Diop,FRA,163,0,0,,18
Eddie Nketiah,ENG,1082,5,5,,24
Ederson,BRA,2785,0,0,,29
Edimilson Fernandes,SUI,1290,0,0,,27
Edmond Tapsoba,BFA,2087,0,0,,24
Edoardo Bove,ITA,1780,0,0,,21
Edoardo Goldaniga,ITA,1011,0,0,,29
Edon Zhegrova,KVX,2288,6,6,,24
Edson Álvarez,MEX,2377,1,1,,25
Eduard Sobol,UKR,25,0,0,,28
Eduardo Camavinga,FRA,1817,0,0,,20
El Bilal Touré,MLI,394,2,2,,21
El Chadaille Bitshiabu,FRA,34,0,0,,18
Elayis Tavsan,NED,50,0,0,,22
Elba Rashani,KVX,1175,2,2,,30
Eldor Shomurodov,UZB,936,3,3,,28
Eli Junior Kroupi,FRA,1084,5,5,,17
Elia Caprile,ITA,2070,0,0,,21
Elias Baum,GER,28,0,0,,17
Eliesse Ben Seghir,MAR,428,2,2,,18
Elif Elmas,MKD,605,2,2,,23
Elijah Adebayo,ENG,1419,10,10,,25
Eliot Matazo,BEL,102,0,0,,21
Elliot Anderson,ENG,1027,0,0,,20
Ellyes Skhiri,TUN,2168,2,2,,28
Elseid Hysaj,ALB,1199,0,0,,29
Elvis Rexhbeçaj,KVX,1985,2,1,,25
Elye Wahi,FRA,1706,9,8,,20
Elysée Logbo,FRA,248,0,0,,19
Emanuel Emegha,NED,2078,8,8,,20
Emanuel Vignato,ITA,311,0,0,,22
Emanuele Valeri,ITA,1178,0,0,,24
Emerson,BRA,1161,1,1,,24
Emerson Palmieri,ITA,3137,1,1,,28
Emil Audero,IDN,337,0,0,,26
Emil Bohinen,NOR,591,0,0,,24
Emil Ceide,NOR,176,0,0,,21
Emil Forsberg,SWE,464,2,2,,31
Emil Holm,SWE,947,1,1,,23
Emil Krafth,SWE,913,0,0,,28
Emile Smith Rowe,ENG,353,0,0,,23
Emiliano Martínez,ARG,3015,0,0,,30
Emir Karic,BIH,1783,0,0,,26
Emmanuel Agbadou,CIV,2596,1,1,,26
Emmanuel Ekong,SWE,5,0,0,,21
Emmanuel Gyasi,GHA,1879,1,1,,29
Emmanuel Sabbi,USA,1584,5,3,,25
Emran Soglo,FRA,109,1,1,,18
Emre Can,GER,1953,2,0,,29
Eneko Ortiz,ESP,14,0,0,,20
Enes Ünal,TUR,468,2,2,,26
Enso Gonzalez,PAR,1,0,0,,18
Enzo Barrenechea,ARG,2811,0,0,,22
Enzo Ebosse,CMR,8,0,0,,24
Enzo Fernández,ARG,2209,3,2,,22
Enzo Le Fée,FRA,1527,0,0,,23
Enzo Loiodice,FRA,1790,0,0,,22
Enzo Millot,FRA,2241,5,4,,21
Enzo Mongo,FRA,10,0,0,,18
Enzo Tchato,CMR,1125,0,0,,20
Eray Cömert,SUI,1995,2,2,,25
Eren Dinkçi,GER,2650,10,10,,21
Erhan Mašović,SRB,2219,0,0,,24
Eric Bailly,CIV,839,0,0,,29
Eric Curbelo,ESP,102,0,0,,29
Eric Dier,ENG,1367,0,0,,29
Eric García,ESP,2694,5,5,,22
Eric Martel,GER,2457,1,1,,21
Eric Maxim Choupo-Moting,CMR,717,2,2,,34
Erik Botheim,NOR,316,0,0,,23
Erling Haaland,NOR,2552,27,20,,23
Ermedin Demirović,BIH,2873,15,12,,25
Ernest Nuamah,GHA,1838,3,3,,19
Ethan Mbappé,FRA,48,0,0,,16
Ethan Nwaneri,ENG,14,0,0,,16
Ethan Pinnock,JAM,2521,2,2,,30
Ethan Wheatley,ENG,16,0,0,,17
Etienne Youte Kinkoue,FRA,1941,0,0,,21
Etrit Berisha,ALB,1260,0,0,,34
Evan Ferguson,IRL,1367,6,6,,18
Evann Guessand,CIV,1553,6,4,,22
Exequiel Palacios,ARG,1831,4,2,,24
Ezequiel Ávila,ARG,1162,2,2,,29
Ezri Konsa,ENG,3069,1,1,,25
Fabian Bredlow,GER,360,0,0,,28
Fabian Holland,GER,1835,0,0,,33
Fabian Nürnberger,BUL,1513,1,1,,24
Fabian Rieder,SUI,365,1,1,,21
Fabian Rüdlin,GER,7,0,0,,26
Fabian Schnellhardt,GER,235,0,0,,29
Fabian Schär,SUI,3054,4,4,,31
Fabiano Parisi,ITA,1454,0,0,,22
Fabien Centonze,FRA,770,0,0,,27
Fabio Carvalho,POR,165,0,0,,20
Fabio Chiarodia,ITA,152,0,0,,18
Fabio González,ESP,123,0,0,,26
Fabio Miretti,ITA,1103,1,1,,19
Fabio Torsiello,ITA,156,0,0,,18
Fabio Vieira,POR,297,1,0,,23
Fabián Ruiz Peña,ESP,1197,1,1,,27
Fabrizio Angileri,ARG,164,0,0,,29
Facundo Buonanotte,ARG,1364,3,3,,18
Facundo Medina,ARG,2714,1,1,,24
Facundo Pellistri,URU,1404,2,2,,21
Faitout Maouassa,FRA,305,0,0,,25
Falaye Sacko,MLI,1382,0,0,,28
Fali,ESP,2547,0,0,,29
Fali Candé,GNB,1849,0,0,,25
Famara Diedhiou,SEN,89,0,0,,30
Fares Chaïbi,ALG,1970,2,2,,20
Faride Alidou,GER,1282,4,4,,22
Faris Pemi Moumbagna,CMR,547,3,3,,23
Farés Ghedjemis,FRA,182,0,0,,20
Fede San Emeterio,ESP,152,1,1,,26
Federico Baschirotto,ITA,3294,0,0,,26
Federico Bonazzoli,ITA,1016,3,3,,26
Federico Chiesa,ITA,2197,9,8,,25
Federico Di Francesco,ITA,15,1,1,,29
Federico Dimarco,ITA,2077,5,5,,25
Federico Fazio,ARG,1355,1,1,,36
Federico Gatti,ITA,2637,4,4,,25
Federico Gattoni,ARG,10,0,0,,24
Federico Ravaglia,ITA,535,0,0,,23
Federico Valverde,URU,2904,2,2,,25
Felipe,BRA,375,0,0,,34
Felipe Anderson,BRA,2770,5,5,,30
Felix Agu,NGA,1614,0,0,,23
Felix Nmecha,GER,1021,1,1,,22
Felix Passlack,GER,960,2,2,,25
Ferland Mendy,FRA,1720,0,0,,28
Fermin López,ESP,1446,8,8,,20
Fernando,BRA,459,0,0,,36
Fernando,ESP,360,0,0,,33
Ferrán Torres,ESP,1211,7,7,,23
Festy Ebosele,IRL,1700,0,0,,20
Fikayo Tomori,ENG,2121,4,4,,25
Filip Jagiełło,POL,33,0,0,,25
Filip Jørgensen,DEN,3240,0,0,,21
Filip Kostić,SRB,1815,0,0,,30
Filip Stojilković,SUI,154,0,0,,23
Filippo Missori,ITA,266,0,0,,19
Filippo Ranocchia,ITA,476,0,0,,22
Filippo Terracciano,ITA,1372,0,0,,20
Finley Munroe,ENG,4,0,0,,18
Finn Dahmen,GER,2790,0,0,,25
Finn Ole Becker,GER,606,0,0,,23
Flavius Daniliuc,AUT,744,0,0,,22
Florent Mollet,FRA,2083,4,4,,31
Florent Muslija,KVX,105,0,0,,25
Florent Ogier,FRA,943,1,1,,34
Florian Dietz,GER,70,0,0,,24
Florian Grillitsch,AUT,2295,1,1,,27
Florian Kainz,AUT,2197,5,0,,30
Florian Lejeune,FRA,3327,3,3,,32
Florian Neuhaus,GER,1224,4,3,,26
Florian Pick,GER,327,0,0,,27
Florian Sotoca,FRA,2598,7,3,,32
Florian Thauvin,FRA,1710,5,4,,30
Florian Wirtz,GER,2372,11,10,,20
Fodé Ballo-Touré,SEN,71,0,0,,26
Folarin Balogun,USA,1692,7,7,,22
Formose Mendy,SEN,1256,0,0,,22
Fran Beltrán,ESP,2428,0,0,,24
Fran Garcia,ESP,1398,1,1,,23
Fran Vieites,ESP,315,0,0,,24
Francesco Acerbi,ITA,2388,3,3,,35
Francesco Camarda,ITA,14,0,0,,15
Francesco Caputo,ITA,1268,3,2,,35
Francesco Gelli,ITA,1561,0,0,,26
Francesco Rossi,ITA,5,0,0,,32
Francis Coquelin,FRA,910,0,0,,32
Francisco Perez,ESP,2049,1,1,,20
Franck Honorat,FRA,2345,3,3,,26
Franco Cervi,ARG,546,0,0,,29
Frank Magri,CMR,1438,5,5,,23
Frank Onyeka,NGA,1161,1,1,,25
Frank Ronstadt,GER,76,0,0,,26
Frans Krätzig,GER,56,0,0,,20
François Mughe,CMR,177,0,0,,19
Fraser Hornby,SCO,217,0,0,,23
Fred Onyedinma,ENG,407,0,0,,26
Frederic Guilbert,FRA,2490,2,2,,28
Frederik Rønnow,DEN,2970,0,0,,30
Fredrik Jensen,FIN,1338,2,2,,25
Frenkie de Jong,NED,1634,2,2,,26
Fábio Silva,POR,264,0,0,,21
Gabriel Gudmundsson,SWE,1267,1,1,,24
Gabriel Jesus,BRA,1478,4,4,,26
Gabriel Magalhães,BRA,3044,4,4,,25
Gabriel Martinelli,BRA,2019,6,6,,22
Gabriel Osho,NGA,1846,2,2,,24
Gabriel Paulista,BRA,1803,0,0,,32
Gabriel Strefezza,BRA,1112,1,0,,26
Gabriel Suazo,CHI,2357,0,0,,25
Gabriel Veiga,ESP,18,0,0,,21
Gabriele Zappa,ITA,2561,1,1,,23
Gaetano Castrovilli,ITA,367,1,1,,26
Gaetano Oristanio,ITA,1104,2,2,,20
Gastón Álvarez,URU,2537,2,2,,23
Gautier Lloris,FRA,2778,2,2,,28
Gavi,ESP,944,1,1,,18
Gaëtan Laborde,FRA,1906,5,4,,29
Gedeon Kalulu,COD,970,0,0,,25
Gelabert,ESP,754,1,1,,22
Genki Haraguchi,JPN,27,0,0,,32
Gennaro Borrelli,ITA,24,0,0,,23
Geoffrey Kondogbia,CTA,1463,0,0,,30
George Baldock,GRE,969,0,0,,30
George Earthy,ENG,34,1,1,,18
George Pușcaș,ROU,191,0,0,,27
Georges Mikautadze,GEO,1747,13,10,,22
Gerard Gumbau,ESP,2674,0,0,,28
Gerard Moreno,ESP,2215,10,8,,31
Gerardo Fusco,ITA,15,0,0,,18
Germán Pezzella,ARG,2767,1,1,,32
Gerrit Holtmann,PHI,392,0,0,,28
Gerzino Nyamsi,CMR,1092,0,0,,26
Giacomo Bonaventura,ITA,2277,8,8,,33
Giacomo Corona,ITA,5,0,0,,19
Giacomo Raspadori,ITA,1584,5,5,,23
Gian Marco Ferrari,ITA,2272,1,1,,31
Giangiacomo Magnani,ITA,2444,0,0,,27
Gianluca Caprari,ITA,285,0,0,,30
Gianluca Gaetano,ITA,906,5,4,,23
Gianluca Lapadula,PER,1205,3,2,,33
Gianluca Mancini,ITA,2869,4,4,,27
Gianluca Scamacca,ITA,1453,12,12,,24
Gianluigi Donnarumma,ITA,2169,0,0,,24
Gift Orban,NGA,474,1,1,,21
Gino Caoki,FRA,7,0,0,,19
Gino Infantino,ARG,96,0,0,,20
Gio Reyna,USA,515,0,0,,20
Giorgi Kvernadze,GEO,63,0,0,,20
Giorgi Mamardashvili,GEO,3284,0,0,,22
Giorgio Cittadini,ITA,121,0,0,,21
Giorgio Scalvini,ITA,2544,1,1,,19
Giorgos Kyriakopoulos,GRE,1712,0,0,,27
Giovani Lo Celso,ARG,506,2,2,,27
Giovanni Bonfanti,ITA,89,0,0,,20
Giovanni Di Lorenzo,ITA,3234,1,1,,29
Giovanni Fabbian,ITA,1057,5,5,,20
Giovanni González,URU,2464,1,1,,28
Giovanni Simeone,ARG,800,1,1,,28
Giuliano Simeone,ARG,630,1,1,,20
Giulio Donati,ITA,36,0,0,,33
Giulio Maggiore,ITA,1800,4,4,,25
Giuseppe Caso,ITA,417,0,0,,24
Giuseppe Pezzella,ITA,1085,0,0,,25
Gleison Bremer,BRA,3233,3,3,,26
Gonzalo Escalante,ARG,1697,1,1,,30
Gonzalo García,ESP,19,0,0,,19
Gonzalo Melero,ESP,1103,1,1,,29
Gonzalo Montiel,ARG,801,0,0,,26
Gonzalo Villar,ESP,1803,1,1,,25
Gonçalo Guedes,POR,951,3,3,,26
Gonçalo Paciência,POR,650,3,3,,28
Gonçalo Ramos,POR,1419,11,10,,22
Gorka Guruzeta,ESP,2217,14,14,,26
Gorka Rivera Alonso,ESP,3,0,0,,18
Granit Xhaka,SUI,2821,3,3,,30
Grant Ranos,ARM,49,0,0,,20
Gregor Kobel,SUI,2365,0,0,,25
Grejohn Kyei,FRA,1026,2,1,,27
Grigoris Kastanos,CYP,1480,3,3,,25
Grischa Prömel,GER,2139,4,4,,28
Grégoire Coudert,FRA,181,0,0,,24
Grégoire Defrel,MTQ,757,1,1,,32
Guela Doué,CIV,1234,0,0,,20
Guglielmo Vicario,ITA,3420,0,0,,26
Guido Rodríguez,ARG,1846,2,2,,29
Guillaume Dietsch,FRA,73,0,0,,22
Guillaume Restes,FRA,3060,0,0,,18
Guillermo Maripán,CHI,1767,1,1,,29
Guillermo Ochoa,MEX,1890,0,0,,38
Gustav Isaksen,DEN,1074,3,3,,22
Gustavo Hamer,NED,2910,4,4,,26
Gustavo Puerta,COL,46,0,0,,20
Gvidas Gineitis,LTU,538,0,0,,19
Habib Diarra,SEN,2305,3,2,,19
Habib Keita,MLI,1278,1,1,,21
Habib Maïga,CIV,147,0,0,,27
Hakan Çalhanoğlu,TUR,2556,13,3,,29
Hamari Traoré,MLI,2292,0,0,,31
Hamed Junior Traorè,CIV,429,0,0,,23
Hamza Rafia,TUN,1204,1,1,,24
Han-Noah Massengo,FRA,16,0,0,,22
Hannes Delcroix,HAI,589,0,0,,24
Hannibal Mejbri,TUN,237,1,1,,20
Hans Hateboer,NED,1113,0,0,,29
Hans Nicolussi Caviglia,ITA,268,0,0,,23
Harrison Reed,ENG,1325,0,0,,28
Harry Kane,ENG,2839,36,31,,30
Harry Maguire,ENG,1653,2,2,,30
Harry Toffolo,ENG,1459,1,1,,27
Harry Wilson,WAL,1620,4,4,,26
Harvey Barnes,ENG,802,5,5,,25
Harvey Elliott,ENG,1352,3,3,,20
Hassane Kamara,CIV,2225,1,1,,29
Hendry Blank,GER,45,0,0,,18
Henrikh Mkhitaryan,ARM,2785,2,2,,34
Henrique,BRA,607,1,1,,29
Hianga'a Mbock,FRA,9,0,0,,23
Hicham Boudaoui,ALG,1613,2,2,,23
Hiroki Ito,JPN,2228,0,0,,24
Hjalmar Ekdal,SWE,437,0,0,,24
Houboulang Mendes,GNB,396,0,0,,25
Houssem Aouar,ALG,756,4,4,,25
Hrvoje Smolčić,CRO,347,1,1,,22
Hugo Boutsingkham,FRA,11,0,0,,20
Hugo Bueno,ESP,741,0,0,,20
Hugo Duro,ESP,2976,13,13,,23
Hugo Ekitike,FRA,725,4,4,,21
Hugo González,ESP,87,0,0,,20
Hugo Guillamón,ESP,1315,1,1,,23
Hugo Larsson,SWE,1886,2,2,,19
Hugo Magnetti,FRA,2340,2,2,,25
Hugo Sotelo,ESP,721,0,0,,19
Hugo Álvarez,ESP,762,1,1,,20
Hwang Hee-chan,KOR,2119,12,11,,27
Hákon Haraldsson,ISL,1284,2,2,,20
Héctor Bellerín,ESP,1711,0,0,,28
Héctor Fort,ESP,318,0,0,,16
Iago,BRA,1622,1,1,,26
Iago Aspas,ESP,2707,9,6,,35
Ian Maatsen,NED,1473,2,2,,21
Ianis Hagi,ROU,804,0,0,,24
Ibou Sané,SEN,128,1,1,,18
Ibrahim Cissoko,NED,241,1,1,,20
Ibrahim Diakité,GUI,109,0,0,,19
Ibrahim Salah,MAR,524,4,4,,21
Ibrahim Sangaré,CIV,1035,0,0,,25
Ibrahim Sulemana,GHA,1339,2,2,,20
Ibrahima Kebe,MLI,9,0,0,,22
Ibrahima Konaté,FRA,1574,0,0,,24
Ibrahima Koné,MLI,309,0,0,,24
Ibrahima Sissoko,MLI,1642,0,0,,25
Ichem Ferrah,FRA,3,0,0,,17
Iddrisu Baba,GHA,1430,0,0,,27
Idrissa Gana Gueye,SEN,1884,4,4,,33
Iglesias,ESP,1412,0,0,,25
Ignacio Miramon,ARG,39,0,0,,20
Ignasi Miquel,ESP,2992,1,1,,30
Ignatius Ganago,CMR,184,0,0,,24
Igor,BRA,1637,0,0,,25
Igor Carioca,BRA,262,0,0,,26
Igor Zubeldia,ESP,2518,0,0,,26
Ihlas Bebou,TOG,1636,7,7,,29
Iker Muniain,ESP,594,2,2,,30
Iker Muñoz,ESP,1854,4,4,,20
Ilaix Moriba,GUI,605,0,0,,20
Ilario Monterisi,ITA,1469,2,2,,21
Ilhan Fakili,FRA,94,0,0,,17
Ilia Gruev,BUL,4,0,0,,23
Ilias Akhomach,MAR,1511,2,2,,19
Iliman Ndiaye,SEN,1618,3,3,,23
Illia Zabarnyi,UKR,3330,1,1,,20
Imanol,ESP,525,0,0,,23
Imran Louza,MAR,863,1,1,,24
Ionuț Radu,ROU,180,0,0,,26
Iron Gomis,FRA,134,0,0,,23
Irvin Cardona,MLT,54,0,0,,25
Isaac Carcelen,ESP,2611,0,0,,30
Isaac Palazón Camacho,ESP,2791,4,2,,28
Isaac Romero,ESP,1039,4,4,,23
Isaac Success,NGA,880,1,1,,27
Isak Hansen-Aarøen,NOR,27,0,0,,18
Isak Hien,SWE,1801,0,0,,24
Isco,ESP,2326,8,6,,31
Ismail Jakobs,SEN,1466,1,1,,23
Ismaila Sarr,SEN,1447,3,3,,25
Ismaily,BRA,2465,1,1,,33
Ismaël Bennacer,ALG,1151,2,1,,25
Ismaël Doukouré,FRA,1656,0,0,,20
Ismaël Traoré,CIV,2220,2,2,,36
Issa Diop,FRA,1424,0,0,,26
Issa Kaboré,BFA,1729,0,0,,22
Issa Soumaré,SEN,237,0,0,,22
Issiaga Sylla,GUI,1455,1,1,,29
Ivan Cavaleiro,POR,770,1,1,,29
Ivan Ilić,SRB,2098,3,3,,22
Ivan Ordets,UKR,1880,1,1,,31
Ivan Perišić,CRO,103,0,0,,34
Ivan Provedel,ITA,2699,0,0,,29
Ivan Rakitić,CRO,1425,2,2,,35
Ivan Toney,ENG,1450,4,4,,27
Ivo Grbić,CRO,771,0,0,,27
Iván Alejo,ESP,1692,0,0,,28
Iván Balliu,ALB,2873,0,0,,31
Iván Cuéllar,ESP,90,0,0,,39
Iván Martín,ESP,2729,5,5,,24
Iván Villar,ESP,1014,0,0,,26
Iñaki González,ESP,5,0,0,,19
Iñaki Peña,ESP,900,0,0,,24
Iñaki Williams,GHA,2844,12,12,,29
Iñigo Arguibide,ESP,17,0,0,,18
Iñigo Lekue,ESP,2002,0,0,,30
Iñigo Martínez,ESP,1296,0,0,,32
Iñigo Ruiz de Galarreta,ESP,2091,1,1,,29
Jack Cork,ENG,27,0,0,,34
Jack Grealish,ENG,1009,3,3,,27
Jack Harrison,ENG,2214,3,3,,26
Jack Hinshelwood,ENG,869,3,3,,18
Jack Robinson,ENG,2885,1,1,,29
Jackson Tchatchoua,CMR,1725,0,0,,21
Jacob Brown,SCO,1019,2,2,,25
Jacob Bruun Larsen,DEN,1249,6,5,,24
Jacob Christensen,DEN,219,0,0,,22
