tournament,team,city,suffering
wc2014,Algeria,Belo Horizonte,0.0
wc2014,Algeria,Brasília,0.0
wc2014,Algeria,Cuiabá,0.0
wc2014,Algeria,Curitiba,0.0
wc2014,Algeria,Fortaleza,0.0
wc2014,Algeria,Manaus,0.0
wc2014,Algeria,Natal,0.0
wc2014,Algeria,Porto Alegre,0.0
wc2014,Algeria,Recife,0.0
wc2014,Algeria,Rio de Janeiro,0.0
wc2014,Algeria,Salvador,0.0
wc2014,Algeria,São Paulo,0.0
wc2014,Argentina,Belo Horizonte,7.15
wc2014,Argentina,Brasília,9.01
wc2014,Argentina,Cuiabá,14.92
wc2014,Argentina,Curitiba,2.65
wc2014,Argentina,Fortaleza,12.75
wc2014,Argentina,Manaus,13.41
wc2014,Argentina,Natal,10.95
wc2014,Argentina,Porto Alegre,3.38
wc2014,Argentina,Recife,10.83
wc2014,Argentina,Rio de Janeiro,8.99
wc2014,Argentina,Salvador,9.08
wc2014,Argentina,São Paulo,5.95
wc2014,Australia,Belo Horizonte,3.39
wc2014,Australia,Brasília,5.25
wc2014,Australia,Cuiabá,11.16
wc2014,Australia,Curitiba,0.0
wc2014,Australia,Fortaleza,8.99
wc2014,Australia,Manaus,9.65
wc2014,Australia,Natal,7.19
wc2014,Australia,Porto Alegre,0.0
wc2014,Australia,Recife,7.07
wc2014,Australia,Rio de Janeiro,5.23
wc2014,Australia,Salvador,5.33
wc2014,Australia,São Paulo,2.19
wc2014,Belgium,Belo Horizonte,2.04
wc2014,Belgium,Brasília,3.89
wc2014,Belgium,Cuiabá,9.81
wc2014,Belgium,Curitiba,0.0
wc2014,Belgium,Fortaleza,7.63
wc2014,Belgium,Manaus,8.3
wc2014,Belgium,Natal,5.84
wc2014,Belgium,Porto Alegre,0.0
wc2014,Belgium,Recife,5.71
wc2014,Belgium,Rio de Janeiro,3.88
wc2014,Belgium,Salvador,3.97
wc2014,Belgium,São Paulo,0.83
wc2014,Bosnia and Herzegovina,Belo Horizonte,0.0
wc2014,Bosnia and Herzegovina,Brasília,0.13
wc2014,Bosnia and Herzegovina,Cuiabá,6.04
wc2014,Bosnia and Herzegovina,Curitiba,0.0
wc2014,Bosnia and Herzegovina,Fortaleza,3.86
wc2014,Bosnia and Herzegovina,Manaus,4.53
wc2014,Bosnia and Herzegovina,Natal,2.07
wc2014,Bosnia and Herzegovina,Porto Alegre,0.0
wc2014,Bosnia and Herzegovina,Recife,1.94
wc2014,Bosnia and Herzegovina,Rio de Janeiro,0.11
wc2014,Bosnia and Herzegovina,Salvador,0.2
wc2014,Bosnia and Herzegovina,São Paulo,0.0
wc2014,Brazil,Belo Horizonte,0.0
wc2014,Brazil,Brasília,0.0
wc2014,Brazil,Cuiabá,0.0
wc2014,Brazil,Curitiba,0.0
wc2014,Brazil,Fortaleza,0.0
wc2014,Brazil,Manaus,0.0
wc2014,Brazil,Natal,0.0
wc2014,Brazil,Porto Alegre,0.0
wc2014,Brazil,Recife,0.0
wc2014,Brazil,Rio de Janeiro,0.0
wc2014,Brazil,Salvador,0.0
wc2014,Brazil,São Paulo,0.0
wc2014,Cameroon,Belo Horizonte,0.0
wc2014,Cameroon,Brasília,0.0
wc2014,Cameroon,Cuiabá,3.57
wc2014,Cameroon,Curitiba,0.0
wc2014,Cameroon,Fortaleza,1.4
wc2014,Cameroon,Manaus,2.06
wc2014,Cameroon,Natal,0.0
wc2014,Cameroon,Porto Alegre,0.0
wc2014,Cameroon,Recife,0.0
wc2014,Cameroon,Rio de Janeiro,0.0
wc2014,Cameroon,Salvador,0.0
wc2014,Cameroon,São Paulo,0.0
wc2014,Chile,Belo Horizonte,7.97
wc2014,Chile,Brasília,9.83
wc2014,Chile,Cuiabá,15.74
wc2014,Chile,Curitiba,3.47
wc2014,Chile,Fortaleza,13.57
wc2014,Chile,Manaus,14.23
wc2014,Chile,Natal,11.77
wc2014,Chile,Porto Alegre,4.2
wc2014,Chile,Recife,11.65
wc2014,Chile,Rio de Janeiro,9.81
wc2014,Chile,Salvador,9.91
wc2014,Chile,São Paulo,6.77
wc2014,Colombia,Belo Horizonte,0.0
wc2014,Colombia,Brasília,0.0
wc2014,Colombia,Cuiabá,2.32
wc2014,Colombia,Curitiba,0.0
wc2014,Colombia,Fortaleza,0.14
wc2014,Colombia,Manaus,0.81
wc2014,Colombia,Natal,0.0
wc2014,Colombia,Porto Alegre,0.0
wc2014,Colombia,Recife,0.0
wc2014,Colombia,Rio de Janeiro,0.0
wc2014,Colombia,Salvador,0.0
wc2014,Colombia,São Paulo,0.0
wc2014,Costa Rica,Belo Horizonte,0.0
wc2014,Costa Rica,Brasília,1.82
wc2014,Costa Rica,Cuiabá,7.73
wc2014,Costa Rica,Curitiba,0.0
wc2014,Costa Rica,Fortaleza,5.55
wc2014,Costa Rica,Manaus,6.22
wc2014,Costa Rica,Natal,3.76
wc2014,Costa Rica,Porto Alegre,0.0
wc2014,Costa Rica,Recife,3.63
wc2014,Costa Rica,Rio de Janeiro,1.8
wc2014,Costa Rica,Salvador,1.89
wc2014,Costa Rica,São Paulo,0.0
wc2014,Croatia,Belo Horizonte,0.0
wc2014,Croatia,Brasília,0.0
wc2014,Croatia,Cuiabá,5.77
wc2014,Croatia,Curitiba,0.0
wc2014,Croatia,Fortaleza,3.59
wc2014,Croatia,Manaus,4.26
wc2014,Croatia,Natal,1.79
wc2014,Croatia,Porto Alegre,0.0
wc2014,Croatia,Recife,1.67
wc2014,Croatia,Rio de Janeiro,0.0
wc2014,Croatia,Salvador,0.0
wc2014,Croatia,São Paulo,0.0
wc2014,Ecuador,Belo Horizonte,10.49
wc2014,Ecuador,Brasília,12.35
wc2014,Ecuador,Cuiabá,18.27
wc2014,Ecuador,Curitiba,5.99
wc2014,Ecuador,Fortaleza,16.09
wc2014,Ecuador,Manaus,16.75
wc2014,Ecuador,Natal,14.29
wc2014,Ecuador,Porto Alegre,6.72
wc2014,Ecuador,Recife,14.17
wc2014,Ecuador,Rio de Janeiro,12.33
wc2014,Ecuador,Salvador,12.43
wc2014,Ecuador,São Paulo,9.29
wc2014,England,Belo Horizonte,2.75
wc2014,England,Brasília,4.61
wc2014,England,Cuiabá,10.53
wc2014,England,Curitiba,0.0
wc2014,England,Fortaleza,8.35
wc2014,England,Manaus,9.02
wc2014,England,Natal,6.55
wc2014,England,Porto Alegre,0.0
wc2014,England,Recife,6.43
wc2014,England,Rio de Janeiro,4.6
wc2014,England,Salvador,4.69
wc2014,England,São Paulo,1.55
wc2014,France,Belo Horizonte,1.95
wc2014,France,Brasília,3.81
wc2014,France,Cuiabá,9.73
wc2014,France,Curitiba,0.0
wc2014,France,Fortaleza,7.55
wc2014,France,Manaus,8.21
wc2014,France,Natal,5.75
wc2014,France,Porto Alegre,0.0
wc2014,France,Recife,5.63
wc2014,France,Rio de Janeiro,3.79
wc2014,France,Salvador,3.89
wc2014,France,São Paulo,0.75
wc2014,Germany,Belo Horizonte,2.59
wc2014,Germany,Brasília,4.44
wc2014,Germany,Cuiabá,10.36
wc2014,Germany,Curitiba,0.0
wc2014,Germany,Fortaleza,8.18
wc2014,Germany,Manaus,8.85
wc2014,Germany,Natal,6.38
wc2014,Germany,Porto Alegre,0.0
wc2014,Germany,Recife,6.26
wc2014,Germany,Rio de Janeiro,4.43
wc2014,Germany,Salvador,4.52
wc2014,Germany,São Paulo,1.38
wc2014,Ghana,Belo Horizonte,0.0
wc2014,Ghana,Brasília,0.0
wc2014,Ghana,Cuiabá,0.0
wc2014,Ghana,Curitiba,0.0
wc2014,Ghana,Fortaleza,0.0
wc2014,Ghana,Manaus,0.0
wc2014,Ghana,Natal,0.0
wc2014,Ghana,Porto Alegre,0.0
wc2014,Ghana,Recife,0.0
wc2014,Ghana,Rio de Janeiro,0.0
wc2014,Ghana,Salvador,0.0
wc2014,Ghana,São Paulo,0.0
wc2014,Greece,Belo Horizonte,0.0
wc2014,Greece,Brasília,0.0
wc2014,Greece,Cuiabá,3.42
wc2014,Greece,Curitiba,0.0
wc2014,Greece,Fortaleza,1.25
wc2014,Greece,Manaus,1.91
wc2014,Greece,Natal,0.0
wc2014,Greece,Porto Alegre,0.0
wc2014,Greece,Recife,0.0
wc2014,Greece,Rio de Janeiro,0.0
wc2014,Greece,Salvador,0.0
wc2014,Greece,São Paulo,0.0
wc2014,Honduras,Belo Horizonte,0.0
wc2014,Honduras,Brasília,0.0
wc2014,Honduras,Cuiabá,4.43
wc2014,Honduras,Curitiba,0.0
wc2014,Honduras,Fortaleza,2.25
wc2014,Honduras,Manaus,2.92
wc2014,Honduras,Natal,0.46
wc2014,Honduras,Porto Alegre,0.0
wc2014,Honduras,Recife,0.33
wc2014,Honduras,Rio de Janeiro,0.0
wc2014,Honduras,Salvador,0.0
wc2014,Honduras,São Paulo,0.0
wc2014,Iran,Belo Horizonte,0.0
wc2014,Iran,Brasília,0.0
wc2014,Iran,Cuiabá,0.0
wc2014,Iran,Curitiba,0.0
wc2014,Iran,Fortaleza,0.0
wc2014,Iran,Manaus,0.0
wc2014,Iran,Natal,0.0
wc2014,Iran,Porto Alegre,0.0
wc2014,Iran,Recife,0.0
wc2014,Iran,Rio de Janeiro,0.0
wc2014,Iran,Salvador,0.0
wc2014,Iran,São Paulo,0.0
wc2014,Italy,Belo Horizonte,0.0
wc2014,Italy,Brasília,0.0
wc2014,Italy,Cuiabá,4.41
wc2014,Italy,Curitiba,0.0
wc2014,Italy,Fortaleza,2.23
wc2014,Italy,Manaus,2.9
wc2014,Italy,Natal,0.43
wc2014,Italy,Porto Alegre,0.0
wc2014,Italy,Recife,0.31
wc2014,Italy,Rio de Janeiro,0.0
wc2014,Italy,Salvador,0.0
wc2014,Italy,São Paulo,0.0
wc2014,Ivory Coast,Belo Horizonte,0.0
wc2014,Ivory Coast,Brasília,0.0
wc2014,Ivory Coast,Cuiabá,3.84
wc2014,Ivory Coast,Curitiba,0.0
wc2014,Ivory Coast,Fortaleza,1.67
wc2014,Ivory Coast,Manaus,2.33
wc2014,Ivory Coast,Natal,0.0
wc2014,Ivory Coast,Porto Alegre,0.0
wc2014,Ivory Coast,Recife,0.0
wc2014,Ivory Coast,Rio de Janeiro,0.0
wc2014,Ivory Coast,Salvador,0.0
wc2014,Ivory Coast,São Paulo,0.0
wc2014,Japan,Belo Horizonte,0.0
wc2014,Japan,Brasília,0.0
wc2014,Japan,Cuiabá,4.4
wc2014,Japan,Curitiba,0.0
wc2014,Japan,Fortaleza,2.23
wc2014,Japan,Manaus,2.89
wc2014,Japan,Natal,0.43
wc2014,Japan,Porto Alegre,0.0
wc2014,Japan,Recife,0.31
wc2014,Japan,Rio de Janeiro,0.0
wc2014,Japan,Salvador,0.0
wc2014,Japan,São Paulo,0.0
wc2014,Mexico,Belo Horizonte,0.0
wc2014,Mexico,Brasília,0.0
wc2014,Mexico,Cuiabá,4.58
wc2014,Mexico,Curitiba,0.0
wc2014,Mexico,Fortaleza,2.4
wc2014,Mexico,Manaus,3.07
wc2014,Mexico,Natal,0.61
wc2014,Mexico,Porto Alegre,0.0
wc2014,Mexico,Recife,0.48
wc2014,Mexico,Rio de Janeiro,0.0
wc2014,Mexico,Salvador,0.0
wc2014,Mexico,São Paulo,0.0
wc2014,Netherlands,Belo Horizonte,0.0
wc2014,Netherlands,Brasília,0.0
wc2014,Netherlands,Cuiabá,0.0
wc2014,Netherlands,Curitiba,0.0
wc2014,Netherlands,Fortaleza,0.0
wc2014,Netherlands,Manaus,0.0
wc2014,Netherlands,Natal,0.0
wc2014,Netherlands,Porto Alegre,0.0
wc2014,Netherlands,Recife,0.0
wc2014,Netherlands,Rio de Janeiro,0.0
wc2014,Netherlands,Salvador,0.0
wc2014,Netherlands,São Paulo,0.0
wc2014,Nigeria,Belo Horizonte,0.0
wc2014,Nigeria,Brasília,0.0
wc2014,Nigeria,Cuiabá,3.33
wc2014,Nigeria,Curitiba,0.0
wc2014,Nigeria,Fortaleza,1.15
wc2014,Nigeria,Manaus,1.82
wc2014,Nigeria,Natal,0.0
wc2014,Nigeria,Porto Alegre,0.0
wc2014,Nigeria,Recife,0.0
wc2014,Nigeria,Rio de Janeiro,0.0
wc2014,Nigeria,Salvador,0.0
wc2014,Nigeria,São Paulo,0.0
wc2014,Portugal,Belo Horizonte,0.0
wc2014,Portugal,Brasília,0.0
wc2014,Portugal,Cuiabá,4.02
wc2014,Portugal,Curitiba,0.0
wc2014,Portugal,Fortaleza,1.84
wc2014,Portugal,Manaus,2.5
wc2014,Portugal,Natal,0.04
wc2014,Portugal,Porto Alegre,0.0
wc2014,Portugal,Recife,0.0
wc2014,Portugal,Rio de Janeiro,0.0
wc2014,Portugal,Salvador,0.0
wc2014,Portugal,São Paulo,0.0
wc2014,Russia,Belo Horizonte,1.54
wc2014,Russia,Brasília,3.4
wc2014,Russia,Cuiabá,9.32
wc2014,Russia,Curitiba,0.0
wc2014,Russia,Fortaleza,7.14
wc2014,Russia,Manaus,7.8
wc2014,Russia,Natal,5.34
wc2014,Russia,Porto Alegre,0.0
wc2014,Russia,Recife,5.22
wc2014,Russia,Rio de Janeiro,3.38
wc2014,Russia,Salvador,3.48
wc2014,Russia,São Paulo,0.34
wc2014,South Korea,Belo Horizonte,0.0
wc2014,South Korea,Brasília,0.0
wc2014,South Korea,Cuiabá,3.85
wc2014,South Korea,Curitiba,0.0
wc2014,South Korea,Fortaleza,1.68
wc2014,South Korea,Manaus,2.34
wc2014,South Korea,Natal,0.0
wc2014,South Korea,Porto Alegre,0.0
wc2014,South Korea,Recife,0.0
wc2014,South Korea,Rio de Janeiro,0.0
wc2014,South Korea,Salvador,0.0
wc2014,South Korea,São Paulo,0.0
wc2014,Spain,Belo Horizonte,0.0
wc2014,Spain,Brasília,0.0
wc2014,Spain,Cuiabá,0.0
wc2014,Spain,Curitiba,0.0
wc2014,Spain,Fortaleza,0.0
wc2014,Spain,Manaus,0.0
wc2014,Spain,Natal,0.0
wc2014,Spain,Porto Alegre,0.0
wc2014,Spain,Recife,0.0
wc2014,Spain,Rio de Janeiro,0.0
wc2014,Spain,Salvador,0.0
wc2014,Spain,São Paulo,0.0
wc2014,Switzerland,Belo Horizonte,4.27
wc2014,Switzerland,Brasília,6.13
wc2014,Switzerland,Cuiabá,12.04
wc2014,Switzerland,Curitiba,0.0
wc2014,Switzerland,Fortaleza,9.86
wc2014,Switzerland,Manaus,10.53
wc2014,Switzerland,Natal,8.07
wc2014,Switzerland,Porto Alegre,0.49
wc2014,Switzerland,Recife,7.94
wc2014,Switzerland,Rio de Janeiro,6.11
wc2014,Switzerland,Salvador,6.2
wc2014,Switzerland,São Paulo,3.06
wc2014,United States,Belo Horizonte,0.0
wc2014,United States,Brasília,0.0
wc2014,United States,Cuiabá,0.31
wc2014,United States,Curitiba,0.0
wc2014,United States,Fortaleza,0.0
wc2014,United States,Manaus,0.0
wc2014,United States,Natal,0.0
wc2014,United States,Porto Alegre,0.0
wc2014,United States,Recife,0.0
wc2014,United States,Rio de Janeiro,0.0
wc2014,United States,Salvador,0.0
wc2014,United States,São Paulo,0.0
wc2014,Uruguay,Belo Horizonte,7.32
wc2014,Uruguay,Brasília,9.18
wc2014,Uruguay,Cuiabá,15.1
wc2014,Uruguay,Curitiba,2.82
wc2014,Uruguay,Fortaleza,12.92
wc2014,Uruguay,Manaus,13.58
wc2014,Uruguay,Natal,11.12
wc2014,Uruguay,Porto Alegre,3.55
wc2014,Uruguay,Recife,11.0
wc2014,Uruguay,Rio de Janeiro,9.16
wc2014,Uruguay,Salvador,9.26
wc2014,Uruguay,São Paulo,6.12
wc2018,Argentina,Ekaterinburg,6.8
wc2018,Argentina,Kaliningrad,5.62
wc2018,Argentina,Kazan,8.21
wc2018,Argentina,Moscow,6.92
wc2018,Argentina,Nizhny Novgorod,7.04
wc2018,Argentina,Rostov-on-Don,12.81
wc2018,Argentina,Saint Petersburg,4.32
wc2018,Argentina,Samara,10.08
wc2018,Argentina,Saransk,8.11
wc2018,Argentina,Sochi,9.15
wc2018,Argentina,Volgograd,14.32
wc2018,Australia,Ekaterinburg,2.8
wc2018,Australia,Kaliningrad,1.62
wc2018,Australia,Kazan,4.21
wc2018,Australia,Moscow,2.91
wc2018,Australia,Nizhny Novgorod,3.04
wc2018,Australia,Rostov-on-Don,8.81
wc2018,Australia,Saint Petersburg,0.32
wc2018,Australia,Samara,6.08
wc2018,Australia,Saransk,4.11
wc2018,Australia,Sochi,5.15
wc2018,Australia,Volgograd,10.32
wc2018,Belgium,Ekaterinburg,1.42
wc2018,Belgium,Kaliningrad,0.25
wc2018,Belgium,Kazan,2.84
wc2018,Belgium,Moscow,1.54
wc2018,Belgium,Nizhny Novgorod,1.66
wc2018,Belgium,Rostov-on-Don,7.44
wc2018,Belgium,Saint Petersburg,0.0
wc2018,Belgium,Samara,4.71
wc2018,Belgium,Saransk,2.74
wc2018,Belgium,Sochi,3.77
wc2018,Belgium,Volgograd,8.95
wc2018,Brazil,Ekaterinburg,0.0
wc2018,Brazil,Kaliningrad,0.0
wc2018,Brazil,Kazan,0.0
wc2018,Brazil,Moscow,0.0
wc2018,Brazil,Nizhny Novgorod,0.0
wc2018,Brazil,Rostov-on-Don,0.0
wc2018,Brazil,Saint Petersburg,0.0
wc2018,Brazil,Samara,0.0
wc2018,Brazil,Saransk,0.0
wc2018,Brazil,Sochi,0.0
wc2018,Brazil,Volgograd,0.0
wc2018,Colombia,Ekaterinburg,0.0
wc2018,Colombia,Kaliningrad,0.0
wc2018,Colombia,Kazan,0.0
wc2018,Colombia,Moscow,0.0
wc2018,Colombia,Nizhny Novgorod,0.0
wc2018,Colombia,Rostov-on-Don,0.32
wc2018,Colombia,Saint Petersburg,0.0
wc2018,Colombia,Samara,0.0
wc2018,Colombia,Saransk,0.0
wc2018,Colombia,Sochi,0.0
wc2018,Colombia,Volgograd,1.83
wc2018,Costa Rica,Ekaterinburg,0.0
wc2018,Costa Rica,Kaliningrad,0.0
wc2018,Costa Rica,Kazan,1.07
wc2018,Costa Rica,Moscow,0.0
wc2018,Costa Rica,Nizhny Novgorod,0.0
wc2018,Costa Rica,Rostov-on-Don,5.67
wc2018,Costa Rica,Saint Petersburg,0.0
wc2018,Costa Rica,Samara,2.94
wc2018,Costa Rica,Saransk,0.97
wc2018,Costa Rica,Sochi,2.01
wc2018,Costa Rica,Volgograd,7.18
wc2018,Croatia,Ekaterinburg,0.0
wc2018,Croatia,Kaliningrad,0.0
wc2018,Croatia,Kazan,0.0
wc2018,Croatia,Moscow,0.0
wc2018,Croatia,Nizhny Novgorod,0.0
wc2018,Croatia,Rostov-on-Don,2.84
wc2018,Croatia,Saint Petersburg,0.0
wc2018,Croatia,Samara,0.12
wc2018,Croatia,Saransk,0.0
wc2018,Croatia,Sochi,0.0
wc2018,Croatia,Volgograd,4.35
wc2018,Denmark,Ekaterinburg,3.9
wc2018,Denmark,Kaliningrad,2.72
wc2018,Denmark,Kazan,5.32
wc2018,Denmark,Moscow,4.02
wc2018,Denmark,Nizhny Novgorod,4.14
wc2018,Denmark,Rostov-on-Don,9.91
wc2018,Denmark,Saint Petersburg,1.43
wc2018,Denmark,Samara,7.19
wc2018,Denmark,Saransk,5.21
wc2018,Denmark,Sochi,6.25
wc2018,Denmark,Volgograd,11.43
wc2018,Egypt,Ekaterinburg,0.0
wc2018,Egypt,Kaliningrad,0.0
wc2018,Egypt,Kazan,0.0
wc2018,Egypt,Moscow,0.0
wc2018,Egypt,Nizhny Novgorod,0.0
wc2018,Egypt,Rostov-on-Don,0.0
wc2018,Egypt,Saint Petersburg,0.0
wc2018,Egypt,Samara,0.0
wc2018,Egypt,Saransk,0.0
wc2018,Egypt,Sochi,0.0
wc2018,Egypt,Volgograd,0.0
wc2018,England,Ekaterinburg,1.95
wc2018,England,Kaliningrad,0.77
wc2018,England,Kazan,3.36
wc2018,England,Moscow,2.07
wc2018,England,Nizhny Novgorod,2.19
wc2018,England,Rostov-on-Don,7.96
wc2018,England,Saint Petersburg,0.0
wc2018,England,Samara,5.24
wc2018,England,Saransk,3.26
wc2018,England,Sochi,4.3
wc2018,England,Volgograd,9.47
wc2018,France,Ekaterinburg,1.21
wc2018,France,Kaliningrad,0.03
wc2018,France,Kazan,2.62
wc2018,France,Moscow,1.32
wc2018,France,Nizhny Novgorod,1.45
wc2018,France,Rostov-on-Don,7.22
wc2018,France,Saint Petersburg,0.0
wc2018,France,Samara,4.49
wc2018,France,Saransk,2.52
wc2018,France,Sochi,3.56
wc2018,France,Volgograd,8.73
wc2018,Germany,Ekaterinburg,2.04
wc2018,Germany,Kaliningrad,0.86
wc2018,Germany,Kazan,3.46
wc2018,Germany,Moscow,2.16
wc2018,Germany,Nizhny Novgorod,2.28
wc2018,Germany,Rostov-on-Don,8.05
wc2018,Germany,Saint Petersburg,0.0
wc2018,Germany,Samara,5.33
wc2018,Germany,Saransk,3.35
wc2018,Germany,Sochi,4.39
wc2018,Germany,Volgograd,9.56
wc2018,Iceland,Ekaterinburg,14.18
wc2018,Iceland,Kaliningrad,13.01
wc2018,Iceland,Kazan,15.6
wc2018,Iceland,Moscow,14.3
wc2018,Iceland,Nizhny Novgorod,14.42
wc2018,Iceland,Rostov-on-Don,20.2
wc2018,Iceland,Saint Petersburg,11.71
wc2018,Iceland,Samara,17.47
wc2018,Iceland,Saransk,15.5
wc2018,Iceland,Sochi,16.53
wc2018,Iceland,Volgograd,21.71
wc2018,Iran,Ekaterinburg,0.0
wc2018,Iran,Kaliningrad,0.0
wc2018,Iran,Kazan,0.0
wc2018,Iran,Moscow,0.0
wc2018,Iran,Nizhny Novgorod,0.0
wc2018,Iran,Rostov-on-Don,0.0
wc2018,Iran,Saint Petersburg,0.0
wc2018,Iran,Samara,0.0
wc2018,Iran,Saransk,0.0
wc2018,Iran,Sochi,0.0
wc2018,Iran,Volgograd,0.0
wc2018,Japan,Ekaterinburg,0.0
wc2018,Japan,Kaliningrad,0.0
wc2018,Japan,Kazan,0.0
wc2018,Japan,Moscow,0.0
wc2018,Japan,Nizhny Novgorod,0.0
wc2018,Japan,Rostov-on-Don,1.88
wc2018,Japan,Saint Petersburg,0.0
wc2018,Japan,Samara,0.0
wc2018,Japan,Saransk,0.0
wc2018,Japan,Sochi,0.0
wc2018,Japan,Volgograd,3.39
wc2018,Mexico,Ekaterinburg,0.0
wc2018,Mexico,Kaliningrad,0.0
wc2018,Mexico,Kazan,0.0
wc2018,Mexico,Moscow,0.0
wc2018,Mexico,Nizhny Novgorod,0.0
wc2018,Mexico,Rostov-on-Don,2.83
wc2018,Mexico,Saint Petersburg,0.0
wc2018,Mexico,Samara,0.1
wc2018,Mexico,Saransk,0.0
wc2018,Mexico,Sochi,0.0
wc2018,Mexico,Volgograd,4.34
wc2018,Morocco,Ekaterinburg,0.0
wc2018,Morocco,Kaliningrad,0.0
wc2018,Morocco,Kazan,0.0
wc2018,Morocco,Moscow,0.0
wc2018,Morocco,Nizhny Novgorod,0.0
wc2018,Morocco,Rostov-on-Don,0.0
wc2018,Morocco,Saint Petersburg,0.0
wc2018,Morocco,Samara,0.0
wc2018,Morocco,Saransk,0.0
wc2018,Morocco,Sochi,0.0
wc2018,Morocco,Volgograd,0.0
wc2018,Nigeria,Ekaterinburg,0.0
wc2018,Nigeria,Kaliningrad,0.0
wc2018,Nigeria,Kazan,0.0
wc2018,Nigeria,Moscow,0.0
wc2018,Nigeria,Nizhny Novgorod,0.0
wc2018,Nigeria,Rostov-on-Don,1.12
wc2018,Nigeria,Saint Petersburg,0.0
wc2018,Nigeria,Samara,0.0
wc2018,Nigeria,Saransk,0.0
wc2018,Nigeria,Sochi,0.0
wc2018,Nigeria,Volgograd,2.64
wc2018,Panama,Ekaterinburg,0.0
wc2018,Panama,Kaliningrad,0.0
wc2018,Panama,Kazan,0.0
wc2018,Panama,Moscow,0.0
wc2018,Panama,Nizhny Novgorod,0.0
wc2018,Panama,Rostov-on-Don,0.0
wc2018,Panama,Saint Petersburg,0.0
wc2018,Panama,Samara,0.0
wc2018,Panama,Saransk,0.0
wc2018,Panama,Sochi,0.0
wc2018,Panama,Volgograd,1.27
wc2018,Peru,Ekaterinburg,0.78
wc2018,Peru,Kaliningrad,0.0
wc2018,Peru,Kazan,2.2
wc2018,Peru,Moscow,0.9
wc2018,Peru,Nizhny Novgorod,1.02
wc2018,Peru,Rostov-on-Don,6.79
wc2018,Peru,Saint Petersburg,0.0
wc2018,Peru,Samara,4.07
wc2018,Peru,Saransk,2.09
wc2018,Peru,Sochi,3.13
wc2018,Peru,Volgograd,8.3
wc2018,Poland,Ekaterinburg,0.0
wc2018,Poland,Kaliningrad,0.0
wc2018,Poland,Kazan,1.16
wc2018,Poland,Moscow,0.0
wc2018,Poland,Nizhny Novgorod,0.0
wc2018,Poland,Rostov-on-Don,5.76
wc2018,Poland,Saint Petersburg,0.0
wc2018,Poland,Samara,3.04
wc2018,Poland,Saransk,1.06
wc2018,Poland,Sochi,2.1
wc2018,Poland,Volgograd,7.27
wc2018,Portugal,Ekaterinburg,0.0
wc2018,Portugal,Kaliningrad,0.0
wc2018,Portugal,Kazan,0.0
wc2018,Portugal,Moscow,0.0
wc2018,Portugal,Nizhny Novgorod,0.0
wc2018,Portugal,Rostov-on-Don,1.36
