tournament,team,city,suffering
wc2026,Croatia,East Rutherford,1.14
wc2026,Croatia,Foxborough,0.0
wc2026,Croatia,Guadalupe,6.0
wc2026,Croatia,Houston,4.75
wc2026,Croatia,Inglewood,0.0
wc2026,Croatia,Kansas City,3.86
wc2026,Croatia,Mexico City,0.0
wc2026,Croatia,Miami Gardens,3.21
wc2026,Croatia,Philadelphia,2.25
wc2026,Croatia,Santa Clara,4.1
wc2026,Croatia,Seattle,0.0
wc2026,Croatia,Toronto,0.0
wc2026,Croatia,Vancouver,0.0
wc2026,Croatia,Zapopan,0.45
wc2026,Curaçao,Arlington,3.98
wc2026,Curaçao,Atlanta,0.16
wc2026,Curaçao,East Rutherford,0.0
wc2026,Curaçao,Foxborough,0.0
wc2026,Curaçao,Guadalupe,3.21
wc2026,Curaçao,Houston,1.96
wc2026,Curaçao,Inglewood,0.0
wc2026,Curaçao,Kansas City,1.06
wc2026,Curaçao,Mexico City,0.0
wc2026,Curaçao,Miami Gardens,0.41
wc2026,Curaçao,Philadelphia,0.0
wc2026,Curaçao,Santa Clara,1.31
wc2026,Curaçao,Seattle,0.0
wc2026,Curaçao,Toronto,0.0
wc2026,Curaçao,Vancouver,0.0
wc2026,Curaçao,Zapopan,0.0
wc2026,Czech Republic,Arlington,9.04
wc2026,Czech Republic,Atlanta,5.23
wc2026,Czech Republic,East Rutherford,3.41
wc2026,Czech Republic,Foxborough,1.78
wc2026,Czech Republic,Guadalupe,8.27
wc2026,Czech Republic,Houston,7.02
wc2026,Czech Republic,Inglewood,1.88
wc2026,Czech Republic,Kansas City,6.13
wc2026,Czech Republic,Mexico City,0.0
wc2026,Czech Republic,Miami Gardens,5.48
wc2026,Czech Republic,Philadelphia,4.52
wc2026,Czech Republic,Santa Clara,6.37
wc2026,Czech Republic,Seattle,0.0
wc2026,Czech Republic,Toronto,0.13
wc2026,Czech Republic,Vancouver,0.0
wc2026,Czech Republic,Zapopan,2.72
wc2026,DR Congo,Arlington,4.33
wc2026,DR Congo,Atlanta,0.51
wc2026,DR Congo,East Rutherford,0.0
wc2026,DR Congo,Foxborough,0.0
wc2026,DR Congo,Guadalupe,3.56
wc2026,DR Congo,Houston,2.31
wc2026,DR Congo,Inglewood,0.0
wc2026,DR Congo,Kansas City,1.42
wc2026,DR Congo,Mexico City,0.0
wc2026,DR Congo,Miami Gardens,0.77
wc2026,DR Congo,Philadelphia,0.0
wc2026,DR Congo,Santa Clara,1.66
wc2026,DR Congo,Seattle,0.0
wc2026,DR Congo,Toronto,0.0
wc2026,DR Congo,Vancouver,0.0
wc2026,DR Congo,Zapopan,0.0
wc2026,Ecuador,Arlington,23.23
wc2026,Ecuador,Atlanta,19.41
wc2026,Ecuador,East Rutherford,17.59
wc2026,Ecuador,Foxborough,15.97
wc2026,Ecuador,Guadalupe,22.46
wc2026,Ecuador,Houston,21.21
wc2026,Ecuador,Inglewood,16.07
wc2026,Ecuador,Kansas City,20.31
wc2026,Ecuador,Mexico City,12.16
wc2026,Ecuador,Miami Gardens,19.66
wc2026,Ecuador,Philadelphia,18.7
wc2026,Ecuador,Santa Clara,20.56
wc2026,Ecuador,Seattle,11.9
wc2026,Ecuador,Toronto,14.32
wc2026,Ecuador,Vancouver,9.61
wc2026,Ecuador,Zapopan,16.9
wc2026,Egypt,Arlington,0.0
wc2026,Egypt,Atlanta,0.0
wc2026,Egypt,East Rutherford,0.0
wc2026,Egypt,Foxborough,0.0
wc2026,Egypt,Guadalupe,0.0
wc2026,Egypt,Houston,0.0
wc2026,Egypt,Inglewood,0.0
wc2026,Egypt,Kansas City,0.0
wc2026,Egypt,Mexico City,0.0
wc2026,Egypt,Miami Gardens,0.0
wc2026,Egypt,Philadelphia,0.0
wc2026,Egypt,Santa Clara,0.0
wc2026,Egypt,Seattle,0.0
wc2026,Egypt,Toronto,0.0
wc2026,Egypt,Vancouver,0.0
wc2026,Egypt,Zapopan,0.0
wc2026,England,Arlington,11.92
wc2026,England,Atlanta,8.1
wc2026,England,East Rutherford,6.28
wc2026,England,Foxborough,4.66
wc2026,England,Guadalupe,11.15
wc2026,England,Houston,9.9
wc2026,England,Inglewood,4.76
wc2026,England,Kansas City,9.0
wc2026,England,Mexico City,0.85
wc2026,England,Miami Gardens,8.36
wc2026,England,Philadelphia,7.39
wc2026,England,Santa Clara,9.25
wc2026,England,Seattle,0.59
wc2026,England,Toronto,3.01
wc2026,England,Vancouver,0.0
wc2026,England,Zapopan,5.59
wc2026,France,Arlington,11.3
wc2026,France,Atlanta,7.49
wc2026,France,East Rutherford,5.67
wc2026,France,Foxborough,4.05
wc2026,France,Guadalupe,10.54
wc2026,France,Houston,9.28
wc2026,France,Inglewood,4.15
wc2026,France,Kansas City,8.39
wc2026,France,Mexico City,0.24
wc2026,France,Miami Gardens,7.74
wc2026,France,Philadelphia,6.78
wc2026,France,Santa Clara,8.64
wc2026,France,Seattle,0.0
wc2026,France,Toronto,2.4
wc2026,France,Vancouver,0.0
wc2026,France,Zapopan,4.98
wc2026,Germany,Arlington,12.25
wc2026,Germany,Atlanta,8.44
wc2026,Germany,East Rutherford,6.62
wc2026,Germany,Foxborough,5.0
wc2026,Germany,Guadalupe,11.49
wc2026,Germany,Houston,10.24
wc2026,Germany,Inglewood,5.1
wc2026,Germany,Kansas City,9.34
wc2026,Germany,Mexico City,1.19
wc2026,Germany,Miami Gardens,8.69
wc2026,Germany,Philadelphia,7.73
wc2026,Germany,Santa Clara,9.59
wc2026,Germany,Seattle,0.93
wc2026,Germany,Toronto,3.35
wc2026,Germany,Vancouver,0.0
wc2026,Germany,Zapopan,5.93
wc2026,Ghana,Arlington,3.23
wc2026,Ghana,Atlanta,0.0
wc2026,Ghana,East Rutherford,0.0
wc2026,Ghana,Foxborough,0.0
wc2026,Ghana,Guadalupe,2.47
wc2026,Ghana,Houston,1.21
wc2026,Ghana,Inglewood,0.0
wc2026,Ghana,Kansas City,0.32
wc2026,Ghana,Mexico City,0.0
wc2026,Ghana,Miami Gardens,0.0
wc2026,Ghana,Philadelphia,0.0
wc2026,Ghana,Santa Clara,0.57
wc2026,Ghana,Seattle,0.0
wc2026,Ghana,Toronto,0.0
wc2026,Ghana,Vancouver,0.0
wc2026,Ghana,Zapopan,0.0
wc2026,Haiti,Arlington,8.15
wc2026,Haiti,Atlanta,4.34
wc2026,Haiti,East Rutherford,2.52
wc2026,Haiti,Foxborough,0.9
wc2026,Haiti,Guadalupe,7.39
wc2026,Haiti,Houston,6.14
wc2026,Haiti,Inglewood,1.0
wc2026,Haiti,Kansas City,5.24
wc2026,Haiti,Mexico City,0.0
wc2026,Haiti,Miami Gardens,4.59
wc2026,Haiti,Philadelphia,3.63
wc2026,Haiti,Santa Clara,5.49
wc2026,Haiti,Seattle,0.0
wc2026,Haiti,Toronto,0.0
wc2026,Haiti,Vancouver,0.0
wc2026,Haiti,Zapopan,1.83
wc2026,Iran,Arlington,0.0
wc2026,Iran,Atlanta,0.0
wc2026,Iran,East Rutherford,0.0
wc2026,Iran,Foxborough,0.0
wc2026,Iran,Guadalupe,0.0
wc2026,Iran,Houston,0.0
wc2026,Iran,Inglewood,0.0
wc2026,Iran,Kansas City,0.0
wc2026,Iran,Mexico City,0.0
wc2026,Iran,Miami Gardens,0.0
wc2026,Iran,Philadelphia,0.0
wc2026,Iran,Santa Clara,0.0
wc2026,Iran,Seattle,0.0
wc2026,Iran,Toronto,0.0
wc2026,Iran,Vancouver,0.0
wc2026,Iran,Zapopan,0.0
wc2026,Iraq,Arlington,0.0
wc2026,Iraq,Atlanta,0.0
wc2026,Iraq,East Rutherford,0.0
wc2026,Iraq,Foxborough,0.0
wc2026,Iraq,Guadalupe,0.0
wc2026,Iraq,Houston,0.0
wc2026,Iraq,Inglewood,0.0
wc2026,Iraq,Kansas City,0.0
wc2026,Iraq,Mexico City,0.0
wc2026,Iraq,Miami Gardens,0.0
wc2026,Iraq,Philadelphia,0.0
wc2026,Iraq,Santa Clara,0.0
wc2026,Iraq,Seattle,0.0
wc2026,Iraq,Toronto,0.0
wc2026,Iraq,Vancouver,0.0
wc2026,Iraq,Zapopan,0.0
wc2026,Ivory Coast,Arlington,7.11
wc2026,Ivory Coast,Atlanta,3.3
wc2026,Ivory Coast,East Rutherford,1.48
wc2026,Ivory Coast,Foxborough,0.0
wc2026,Ivory Coast,Guadalupe,6.35
wc2026,Ivory Coast,Houston,5.09
wc2026,Ivory Coast,Inglewood,0.0
wc2026,Ivory Coast,Kansas City,4.2
wc2026,Ivory Coast,Mexico City,0.0
wc2026,Ivory Coast,Miami Gardens,3.55
wc2026,Ivory Coast,Philadelphia,2.59
wc2026,Ivory Coast,Santa Clara,4.45
wc2026,Ivory Coast,Seattle,0.0
wc2026,Ivory Coast,Toronto,0.0
wc2026,Ivory Coast,Vancouver,0.0
wc2026,Ivory Coast,Zapopan,0.79
wc2026,Japan,Arlington,6.9
wc2026,Japan,Atlanta,3.08
wc2026,Japan,East Rutherford,1.26
wc2026,Japan,Foxborough,0.0
wc2026,Japan,Guadalupe,6.13
wc2026,Japan,Houston,4.88
wc2026,Japan,Inglewood,0.0
wc2026,Japan,Kansas City,3.98
wc2026,Japan,Mexico City,0.0
wc2026,Japan,Miami Gardens,3.34
wc2026,Japan,Philadelphia,2.38
wc2026,Japan,Santa Clara,4.23
wc2026,Japan,Seattle,0.0
wc2026,Japan,Toronto,0.0
wc2026,Japan,Vancouver,0.0
wc2026,Japan,Zapopan,0.57
wc2026,Jordan,Arlington,1.84
wc2026,Jordan,Atlanta,0.0
wc2026,Jordan,East Rutherford,0.0
wc2026,Jordan,Foxborough,0.0
wc2026,Jordan,Guadalupe,1.08
wc2026,Jordan,Houston,0.0
wc2026,Jordan,Inglewood,0.0
wc2026,Jordan,Kansas City,0.0
wc2026,Jordan,Mexico City,0.0
wc2026,Jordan,Miami Gardens,0.0
wc2026,Jordan,Philadelphia,0.0
wc2026,Jordan,Santa Clara,0.0
wc2026,Jordan,Seattle,0.0
wc2026,Jordan,Toronto,0.0
wc2026,Jordan,Vancouver,0.0
wc2026,Jordan,Zapopan,0.0
wc2026,Mexico,Arlington,7.64
wc2026,Mexico,Atlanta,3.83
wc2026,Mexico,East Rutherford,2.01
wc2026,Mexico,Foxborough,0.38
wc2026,Mexico,Guadalupe,6.87
wc2026,Mexico,Houston,5.62
wc2026,Mexico,Inglewood,0.48
wc2026,Mexico,Kansas City,4.73
wc2026,Mexico,Mexico City,0.0
wc2026,Mexico,Miami Gardens,4.08
wc2026,Mexico,Philadelphia,3.12
wc2026,Mexico,Santa Clara,4.97
wc2026,Mexico,Seattle,0.0
wc2026,Mexico,Toronto,0.0
wc2026,Mexico,Vancouver,0.0
wc2026,Mexico,Zapopan,1.32
wc2026,Morocco,Arlington,1.91
wc2026,Morocco,Atlanta,0.0
wc2026,Morocco,East Rutherford,0.0
wc2026,Morocco,Foxborough,0.0
wc2026,Morocco,Guadalupe,1.15
wc2026,Morocco,Houston,0.0
wc2026,Morocco,Inglewood,0.0
wc2026,Morocco,Kansas City,0.0
wc2026,Morocco,Mexico City,0.0
wc2026,Morocco,Miami Gardens,0.0
wc2026,Morocco,Philadelphia,0.0
wc2026,Morocco,Santa Clara,0.0
wc2026,Morocco,Seattle,0.0
wc2026,Morocco,Toronto,0.0
wc2026,Morocco,Vancouver,0.0
wc2026,Morocco,Zapopan,0.0
wc2026,Netherlands,Arlington,2.8
wc2026,Netherlands,Atlanta,0.0
wc2026,Netherlands,East Rutherford,0.0
wc2026,Netherlands,Foxborough,0.0
wc2026,Netherlands,Guadalupe,2.04
wc2026,Netherlands,Houston,0.78
wc2026,Netherlands,Inglewood,0.0
wc2026,Netherlands,Kansas City,0.0
wc2026,Netherlands,Mexico City,0.0
wc2026,Netherlands,Miami Gardens,0.0
wc2026,Netherlands,Philadelphia,0.0
wc2026,Netherlands,Santa Clara,0.14
wc2026,Netherlands,Seattle,0.0
wc2026,Netherlands,Toronto,0.0
wc2026,Netherlands,Vancouver,0.0
wc2026,Netherlands,Zapopan,0.0
wc2026,New Zealand,Arlington,21.69
wc2026,New Zealand,Atlanta,17.87
wc2026,New Zealand,East Rutherford,16.05
wc2026,New Zealand,Foxborough,14.43
wc2026,New Zealand,Guadalupe,20.92
wc2026,New Zealand,Houston,19.67
wc2026,New Zealand,Inglewood,14.53
wc2026,New Zealand,Kansas City,18.78
wc2026,New Zealand,Mexico City,10.62
wc2026,New Zealand,Miami Gardens,18.13
wc2026,New Zealand,Philadelphia,17.17
wc2026,New Zealand,Santa Clara,19.02
wc2026,New Zealand,Seattle,10.36
wc2026,New Zealand,Toronto,12.78
wc2026,New Zealand,Vancouver,8.08
wc2026,New Zealand,Zapopan,15.36
wc2026,Norway,Arlington,18.32
wc2026,Norway,Atlanta,14.5
wc2026,Norway,East Rutherford,12.68
wc2026,Norway,Foxborough,11.06
wc2026,Norway,Guadalupe,17.55
wc2026,Norway,Houston,16.3
wc2026,Norway,Inglewood,11.16
wc2026,Norway,Kansas City,15.4
wc2026,Norway,Mexico City,7.25
wc2026,Norway,Miami Gardens,14.76
wc2026,Norway,Philadelphia,13.79
wc2026,Norway,Santa Clara,15.65
wc2026,Norway,Seattle,6.99
wc2026,Norway,Toronto,9.41
wc2026,Norway,Vancouver,4.71
wc2026,Norway,Zapopan,11.99
wc2026,Panama,Arlington,5.46
wc2026,Panama,Atlanta,1.64
wc2026,Panama,East Rutherford,0.0
wc2026,Panama,Foxborough,0.0
wc2026,Panama,Guadalupe,4.69
wc2026,Panama,Houston,3.44
wc2026,Panama,Inglewood,0.0
wc2026,Panama,Kansas City,2.54
wc2026,Panama,Mexico City,0.0
wc2026,Panama,Miami Gardens,1.9
wc2026,Panama,Philadelphia,0.94
wc2026,Panama,Santa Clara,2.79
wc2026,Panama,Seattle,0.0
wc2026,Panama,Toronto,0.0
wc2026,Panama,Vancouver,0.0
wc2026,Panama,Zapopan,0.0
wc2026,Paraguay,Arlington,9.49
wc2026,Paraguay,Atlanta,5.68
wc2026,Paraguay,East Rutherford,3.86
wc2026,Paraguay,Foxborough,2.23
wc2026,Paraguay,Guadalupe,8.73
wc2026,Paraguay,Houston,7.47
wc2026,Paraguay,Inglewood,2.34
wc2026,Paraguay,Kansas City,6.58
wc2026,Paraguay,Mexico City,0.0
wc2026,Paraguay,Miami Gardens,5.93
wc2026,Paraguay,Philadelphia,4.97
wc2026,Paraguay,Santa Clara,6.83
wc2026,Paraguay,Seattle,0.0
wc2026,Paraguay,Toronto,0.59
wc2026,Paraguay,Vancouver,0.0
wc2026,Paraguay,Zapopan,3.17
wc2026,Portugal,Arlington,7.44
wc2026,Portugal,Atlanta,3.63
wc2026,Portugal,East Rutherford,1.81
wc2026,Portugal,Foxborough,0.19
wc2026,Portugal,Guadalupe,6.68
wc2026,Portugal,Houston,5.43
wc2026,Portugal,Inglewood,0.29
wc2026,Portugal,Kansas City,4.53
wc2026,Portugal,Mexico City,0.0
wc2026,Portugal,Miami Gardens,3.88
wc2026,Portugal,Philadelphia,2.92
wc2026,Portugal,Santa Clara,4.78
wc2026,Portugal,Seattle,0.0
wc2026,Portugal,Toronto,0.0
wc2026,Portugal,Vancouver,0.0
wc2026,Portugal,Zapopan,1.12
wc2026,Qatar,Arlington,0.0
wc2026,Qatar,Atlanta,0.0
wc2026,Qatar,East Rutherford,0.0
wc2026,Qatar,Foxborough,0.0
wc2026,Qatar,Guadalupe,0.0
wc2026,Qatar,Houston,0.0
wc2026,Qatar,Inglewood,0.0
wc2026,Qatar,Kansas City,0.0
wc2026,Qatar,Mexico City,0.0
wc2026,Qatar,Miami Gardens,0.0
wc2026,Qatar,Philadelphia,0.0
wc2026,Qatar,Santa Clara,0.0
wc2026,Qatar,Seattle,0.0
wc2026,Qatar,Toronto,0.0
wc2026,Qatar,Vancouver,0.0
wc2026,Qatar,Zapopan,0.0
wc2026,Saudi Arabia,Arlington,0.0
wc2026,Saudi Arabia,Atlanta,0.0
wc2026,Saudi Arabia,East Rutherford,0.0
wc2026,Saudi Arabia,Foxborough,0.0
wc2026,Saudi Arabia,Guadalupe,0.0
wc2026,Saudi Arabia,Houston,0.0
wc2026,Saudi Arabia,Inglewood,0.0
wc2026,Saudi Arabia,Kansas City,0.0
wc2026,Saudi Arabia,Mexico City,0.0
wc2026,Saudi Arabia,Miami Gardens,0.0
wc2026,Saudi Arabia,Philadelphia,0.0
wc2026,Saudi Arabia,Santa Clara,0.0
wc2026,Saudi Arabia,Seattle,0.0
wc2026,Saudi Arabia,Toronto,0.0
wc2026,Saudi Arabia,Vancouver,0.0
wc2026,Saudi Arabia,Zapopan,0.0
wc2026,Scotland,Arlington,16.47
wc2026,Scotland,Atlanta,12.66
wc2026,Scotland,East Rutherford,10.84
wc2026,Scotland,Foxborough,9.21
wc2026,Scotland,Guadalupe,15.7
wc2026,Scotland,Houston,14.45
wc2026,Scotland,Inglewood,9.32
wc2026,Scotland,Kansas City,13.56
wc2026,Scotland,Mexico City,5.4
wc2026,Scotland,Miami Gardens,12.91
wc2026,Scotland,Philadelphia,11.95
wc2026,Scotland,Santa Clara,13.8
wc2026,Scotland,Seattle,5.14
wc2026,Scotland,Toronto,7.56
wc2026,Scotland,Vancouver,2.86
wc2026,Scotland,Zapopan,10.15
wc2026,Senegal,Arlington,0.0
wc2026,Senegal,Atlanta,0.0
wc2026,Senegal,East Rutherford,0.0
wc2026,Senegal,Foxborough,0.0
wc2026,Senegal,Guadalupe,0.0
wc2026,Senegal,Houston,0.0
wc2026,Senegal,Inglewood,0.0
wc2026,Senegal,Kansas City,0.0
wc2026,Senegal,Mexico City,0.0
wc2026,Senegal,Miami Gardens,0.0
wc2026,Senegal,Philadelphia,0.0
wc2026,Senegal,Santa Clara,0.0
wc2026,Senegal,Seattle,0.0
wc2026,Senegal,Toronto,0.0
wc2026,Senegal,Vancouver,0.0
wc2026,Senegal,Zapopan,0.0
wc2026,South Africa,Arlington,14.55
wc2026,South Africa,Atlanta,10.73
wc2026,South Africa,East Rutherford,8.91
wc2026,South Africa,Foxborough,7.29
wc2026,South Africa,Guadalupe,13.78
wc2026,South Africa,Houston,12.53
wc2026,South Africa,Inglewood,7.39
wc2026,South Africa,Kansas City,11.63
wc2026,South Africa,Mexico City,3.48
wc2026,South Africa,Miami Gardens,10.99
wc2026,South Africa,Philadelphia,10.02
wc2026,South Africa,Santa Clara,11.88
wc2026,South Africa,Seattle,3.22
wc2026,South Africa,Toronto,5.64
wc2026,South Africa,Vancouver,0.94
wc2026,South Africa,Zapopan,8.22
wc2026,South Korea,Arlington,6.53
wc2026,South Korea,Atlanta,2.71
wc2026,South Korea,East Rutherford,0.89
wc2026,South Korea,Foxborough,0.0
wc2026,South Korea,Guadalupe,5.76
wc2026,South Korea,Houston,4.51
wc2026,South Korea,Inglewood,0.0
wc2026,South Korea,Kansas City,3.61
wc2026,South Korea,Mexico City,0.0
wc2026,South Korea,Miami Gardens,2.96
wc2026,South Korea,Philadelphia,2.0
wc2026,South Korea,Santa Clara,3.86
wc2026,South Korea,Seattle,0.0
wc2026,South Korea,Toronto,0.0
wc2026,South Korea,Vancouver,0.0
wc2026,South Korea,Zapopan,0.2
wc2026,Spain,Arlington,0.83
wc2026,Spain,Atlanta,0.0
wc2026,Spain,East Rutherford,0.0
wc2026,Spain,Foxborough,0.0
wc2026,Spain,Guadalupe,0.07
wc2026,Spain,Houston,0.0
wc2026,Spain,Inglewood,0.0
wc2026,Spain,Kansas City,0.0
wc2026,Spain,Mexico City,0.0
wc2026,Spain,Miami Gardens,0.0
wc2026,Spain,Philadelphia,0.0
wc2026,Spain,Santa Clara,0.0
wc2026,Spain,Seattle,0.0
wc2026,Spain,Toronto,0.0
wc2026,Spain,Vancouver,0.0
wc2026,Spain,Zapopan,0.0
wc2026,Sweden,Arlington,15.23
wc2026,Sweden,Atlanta,11.42
wc2026,Sweden,East Rutherford,9.6
wc2026,Sweden,Foxborough,7.97
wc2026,Sweden,Guadalupe,14.47
wc2026,Sweden,Houston,13.21
wc2026,Sweden,Inglewood,8.08
wc2026,Sweden,Kansas City,12.32
wc2026,Sweden,Mexico City,4.16
wc2026,Sweden,Miami Gardens,11.67
wc2026,Sweden,Philadelphia,10.71
wc2026,Sweden,Santa Clara,12.56
wc2026,Sweden,Seattle,3.91
wc2026,Sweden,Toronto,6.33
wc2026,Sweden,Vancouver,1.62
wc2026,Sweden,Zapopan,8.91
wc2026,Switzerland,Arlington,14.09
wc2026,Switzerland,Atlanta,10.28
wc2026,Switzerland,East Rutherford,8.46
wc2026,Switzerland,Foxborough,6.84
wc2026,Switzerland,Guadalupe,13.33
wc2026,Switzerland,Houston,12.08
wc2026,Switzerland,Inglewood,6.94
wc2026,Switzerland,Kansas City,11.18
wc2026,Switzerland,Mexico City,3.03
wc2026,Switzerland,Miami Gardens,10.53
wc2026,Switzerland,Philadelphia,9.57
wc2026,Switzerland,Santa Clara,11.43
wc2026,Switzerland,Seattle,2.77
wc2026,Switzerland,Toronto,5.19
wc2026,Switzerland,Vancouver,0.48
wc2026,Switzerland,Zapopan,7.77
wc2026,Tunisia,Arlington,0.0
wc2026,Tunisia,Atlanta,0.0
wc2026,Tunisia,East Rutherford,0.0
wc2026,Tunisia,Foxborough,0.0
wc2026,Tunisia,Guadalupe,0.0
wc2026,Tunisia,Houston,0.0
wc2026,Tunisia,Inglewood,0.0
wc2026,Tunisia,Kansas City,0.0
wc2026,Tunisia,Mexico City,0.0
wc2026,Tunisia,Miami Gardens,0.0
wc2026,Tunisia,Philadelphia,0.0
wc2026,Tunisia,Santa Clara,0.0
wc2026,Tunisia,Seattle,0.0
wc2026,Tunisia,Toronto,0.0
wc2026,Tunisia,Vancouver,0.0
wc2026,Tunisia,Zapopan,0.0
wc2026,Turkey,Arlington,5.43
wc2026,Turkey,Atlanta,1.62
wc2026,Turkey,East Rutherford,0.0
wc2026,Turkey,Foxborough,0.0
wc2026,Turkey,Guadalupe,4.66
wc2026,Turkey,Houston,3.41
wc2026,Turkey,Inglewood,0.0
wc2026,Turkey,Kansas City,2.52
wc2026,Turkey,Mexico City,0.0
wc2026,Turkey,Miami Gardens,1.87
wc2026,Turkey,Philadelphia,0.91
wc2026,Turkey,Santa Clara,2.76
wc2026,Turkey,Seattle,0.0
wc2026,Turkey,Toronto,0.0
wc2026,Turkey,Vancouver,0.0
wc2026,Turkey,Zapopan,0.0
wc2026,United States,Arlington,2.91
wc2026,United States,Atlanta,0.0
wc2026,United States,East Rutherford,0.0
wc2026,United States,Foxborough,0.0
wc2026,United States,Guadalupe,2.15
wc2026,United States,Houston,0.9
wc2026,United States,Inglewood,0.0
wc2026,United States,Kansas City,0.0
wc2026,United States,Mexico City,0.0
wc2026,United States,Miami Gardens,0.0
wc2026,United States,Philadelphia,0.0
wc2026,United States,Santa Clara,0.25
wc2026,United States,Seattle,0.0
wc2026,United States,Toronto,0.0
wc2026,United States,Vancouver,0.0
wc2026,United States,Zapopan,0.0
wc2026,Uruguay,Arlington,19.2
wc2026,Uruguay,Atlanta,15.39
wc2026,Uruguay,East Rutherford,13.57
wc2026,Uruguay,Foxborough,11.94
wc2026,Uruguay,Guadalupe,18.44
wc2026,Uruguay,Houston,17.18
wc2026,Uruguay,Inglewood,12.05
wc2026,Uruguay,Kansas City,16.29
wc2026,Uruguay,Mexico City,8.13
wc2026,Uruguay,Miami Gardens,15.64
wc2026,Uruguay,Philadelphia,14.68
wc2026,Uruguay,Santa Clara,16.54
wc2026,Uruguay,Seattle,7.88
wc2026,Uruguay,Toronto,10.3
wc2026,Uruguay,Vancouver,5.59
wc2026,Uruguay,Zapopan,12.88
wc2026,Uzbekistan,Arlington,0.0
wc2026,Uzbekistan,Atlanta,0.0
wc2026,Uzbekistan,East Rutherford,0.0
wc2026,Uzbekistan,Foxborough,0.0
wc2026,Uzbekistan,Guadalupe,0.0
wc2026,Uzbekistan,Houston,0.0
wc2026,Uzbekistan,Inglewood,0.0
wc2026,Uzbekistan,Kansas City,0.0
wc2026,Uzbekistan,Mexico City,0.0
wc2026,Uzbekistan,Miami Gardens,0.0
wc2026,Uzbekistan,Philadelphia,0.0
wc2026,Uzbekistan,Santa Clara,0.0
wc2026,Uzbekistan,Seattle,0.0
wc2026,Uzbekistan,Toronto,0.0
wc2026,Uzbekistan,Vancouver,0.0
wc2026,Uzbekistan,Zapopan,0.0
